"iso_code3","category","Sex","Language","Location","mlevel1_m","mlevel1_se","mlevel1_no","year","grade","level","survey","rlevel1_m","rlevel1_se","rlevel1_no","Wealth","slevel1_m","slevel1_se","slevel1_no","COUNTRY","iso_num"
"LVA","Sex & Wealth","Male",,,0.8245,0.0257,440,2018,,"Upper secondary","PISA",,,,"3",,,,"Latvia",428
"LVA","Sex & Wealth","Male",,,0.8806,0.0175,476,2018,,"Upper secondary","PISA",,,,"4",,,,"Latvia",428
"LVA","Sex & Wealth","Male",,,0.9136,0.0156,447,2018,,"Upper secondary","PISA",,,,"5",,,,"Latvia",428
"MAC","Sex & Wealth","Female",,,0.9208,0.017,293,2018,,"Upper secondary","PISA",,,,"1",,,,"Macao",446
"MAC","Sex & Wealth","Female",,,0.9477,0.0152,347,2018,,"Upper secondary","PISA",,,,"2",,,,"Macao",446
"MAC","Sex & Wealth","Female",,,0.9608,0.0121,368,2018,,"Upper secondary","PISA",,,,"3",,,,"Macao",446
"MAC","Sex & Wealth","Female",,,0.9491,0.0153,364,2018,,"Upper secondary","PISA",,,,"4",,,,"Macao",446
"MAC","Sex & Wealth","Female",,,0.9727,0.009,401,2018,,"Upper secondary","PISA",,,,"5",,,,"Macao",446
"MAC","Sex & Wealth","Male",,,0.9207,0.0136,398,2018,,"Upper secondary","PISA",,,,"1",,,,"Macao",446
"MAC","Sex & Wealth","Male",,,0.9577,0.0137,370,2018,,"Upper secondary","PISA",,,,"2",,,,"Macao",446
"MAC","Sex & Wealth","Male",,,0.9423,0.0149,351,2018,,"Upper secondary","PISA",,,,"3",,,,"Macao",446
"MAC","Sex & Wealth","Male",,,0.9518,0.0144,357,2018,,"Upper secondary","PISA",,,,"4",,,,"Macao",446
"MAC","Sex & Wealth","Male",,,0.9777,0.01,333,2018,,"Upper secondary","PISA",,,,"5",,,,"Macao",446
"MAR","Sex & Wealth","Female",,,0.1099,0.0202,79,2018,,"Upper secondary","PISA",,,,"1",,,,"Morocco",504
"MAR","Sex & Wealth","Female",,,0.1712,0.0207,117,2018,,"Upper secondary","PISA",,,,"2",,,,"Morocco",504
"MAR","Sex & Wealth","Female",,,0.204,0.0269,140,2018,,"Upper secondary","PISA",,,,"3",,,,"Morocco",504
"MAR","Sex & Wealth","Female",,,0.2657,0.0252,155,2018,,"Upper secondary","PISA",,,,"4",,,,"Morocco",504
"MAR","Sex & Wealth","Female",,,0.4565,0.0334,283,2018,,"Upper secondary","PISA",,,,"5",,,,"Morocco",504
"MAR","Sex & Wealth","Male",,,0.1459,0.0212,112,2018,,"Upper secondary","PISA",,,,"1",,,,"Morocco",504
"MAR","Sex & Wealth","Male",,,0.1666,0.0209,118,2018,,"Upper secondary","PISA",,,,"2",,,,"Morocco",504
"MAR","Sex & Wealth","Male",,,0.2094,0.0217,142,2018,,"Upper secondary","PISA",,,,"3",,,,"Morocco",504
"MAR","Sex & Wealth","Male",,,0.268,0.0223,188,2018,,"Upper secondary","PISA",,,,"4",,,,"Morocco",504
"MAR","Sex & Wealth","Male",,,0.4412,0.0331,300,2018,,"Upper secondary","PISA",,,,"5",,,,"Morocco",504
"MDA","Sex & Wealth","Female",,,0.2618,0.0243,132,2018,,"Upper secondary","PISA",,,,"1",,,,"Moldova, Republic of",498
"MDA","Sex & Wealth","Female",,,0.4135,0.0251,226,2018,,"Upper secondary","PISA",,,,"2",,,,"Moldova, Republic of",498
"MDA","Sex & Wealth","Female",,,0.4827,0.0266,261,2018,,"Upper secondary","PISA",,,,"3",,,,"Moldova, Republic of",498
"MDA","Sex & Wealth","Female",,,0.5697,0.0256,288,2018,,"Upper secondary","PISA",,,,"4",,,,"Moldova, Republic of",498
"MDA","Sex & Wealth","Female",,,0.7773,0.0241,425,2018,,"Upper secondary","PISA",,,,"5",,,,"Moldova, Republic of",498
"MDA","Sex & Wealth","Male",,,0.2612,0.0218,147,2018,,"Upper secondary","PISA",,,,"1",,,,"Moldova, Republic of",498
"MDA","Sex & Wealth","Male",,,0.4219,0.0281,236,2018,,"Upper secondary","PISA",,,,"2",,,,"Moldova, Republic of",498
"MDA","Sex & Wealth","Male",,,0.449,0.0262,238,2018,,"Upper secondary","PISA",,,,"3",,,,"Moldova, Republic of",498
"MDA","Sex & Wealth","Male",,,0.6028,0.0244,334,2018,,"Upper secondary","PISA",,,,"4",,,,"Moldova, Republic of",498
"MDA","Sex & Wealth","Male",,,0.7485,0.0304,393,2018,,"Upper secondary","PISA",,,,"5",,,,"Moldova, Republic of",498
"MEX","Sex & Wealth","Female",,,0.2495,0.023,198,2018,,"Upper secondary","PISA",,,,"1",,,,"Mexico",484
"MEX","Sex & Wealth","Female",,,0.3458,0.031,250,2018,,"Upper secondary","PISA",,,,"2",,,,"Mexico",484
"MEX","Sex & Wealth","Female",,,0.43,0.0267,298,2018,,"Upper secondary","PISA",,,,"3",,,,"Mexico",484
"MEX","Sex & Wealth","Female",,,0.4584,0.0276,300,2018,,"Upper secondary","PISA",,,,"4",,,,"Mexico",484
"MEX","Sex & Wealth","Female",,,0.6522,0.0333,435,2018,,"Upper secondary","PISA",,,,"5",,,,"Mexico",484
"MEX","Sex & Wealth","Male",,,0.2898,0.0239,199,2018,,"Upper secondary","PISA",,,,"1",,,,"Mexico",484
"MEX","Sex & Wealth","Male",,,0.4025,0.0266,253,2018,,"Upper secondary","PISA",,,,"2",,,,"Mexico",484
"MEX","Sex & Wealth","Male",,,0.4854,0.027,312,2018,,"Upper secondary","PISA",,,,"3",,,,"Mexico",484
"MEX","Sex & Wealth","Male",,,0.5402,0.0308,384,2018,,"Upper secondary","PISA",,,,"4",,,,"Mexico",484
"MEX","Sex & Wealth","Male",,,0.669,0.0322,445,2018,,"Upper secondary","PISA",,,,"5",,,,"Mexico",484
"MKD","Sex & Wealth","Female",,,0.2112,0.0226,111,2018,,"Upper secondary","PISA",,,,"1",,,,"Macedonia, the former Yugoslav Republic of",807
"MKD","Sex & Wealth","Female",,,0.318,0.0301,170,2018,,"Upper secondary","PISA",,,,"2",,,,"Macedonia, the former Yugoslav Republic of",807
"MKD","Sex & Wealth","Female",,,0.3689,0.0312,174,2018,,"Upper secondary","PISA",,,,"3",,,,"Macedonia, the former Yugoslav Republic of",807
"MKD","Sex & Wealth","Female",,,0.4644,0.0284,227,2018,,"Upper secondary","PISA",,,,"4",,,,"Macedonia, the former Yugoslav Republic of",807
"MKD","Sex & Wealth","Female",,,0.6844,0.0242,344,2018,,"Upper secondary","PISA",,,,"5",,,,"Macedonia, the former Yugoslav Republic of",807
"MKD","Sex & Wealth","Male",,,0.2456,0.0235,125,2018,,"Upper secondary","PISA",,,,"1",,,,"Macedonia, the former Yugoslav Republic of",807
"MKD","Sex & Wealth","Male",,,0.3051,0.0259,178,2018,,"Upper secondary","PISA",,,,"2",,,,"Macedonia, the former Yugoslav Republic of",807
"MKD","Sex & Wealth","Male",,,0.3168,0.0239,169,2018,,"Upper secondary","PISA",,,,"3",,,,"Macedonia, the former Yugoslav Republic of",807
"MKD","Sex & Wealth","Male",,,0.4326,0.03,246,2018,,"Upper secondary","PISA",,,,"4",,,,"Macedonia, the former Yugoslav Republic of",807
"MKD","Sex & Wealth","Male",,,0.5877,0.0277,330,2018,,"Upper secondary","PISA",,,,"5",,,,"Macedonia, the former Yugoslav Republic of",807
"MLT","Sex & Wealth","Female",,,0.5252,0.0304,171,2018,,"Upper secondary","PISA",,,,"1",,,,"Malta",470
"MLT","Sex & Wealth","Female",,,0.7135,0.0287,235,2018,,"Upper secondary","PISA",,,,"2",,,,"Malta",470
"MLT","Sex & Wealth","Female",,,0.7734,0.0299,247,2018,,"Upper secondary","PISA",,,,"3",,,,"Malta",470
"MLT","Sex & Wealth","Female",,,0.8315,0.0259,247,2018,,"Upper secondary","PISA",,,,"4",,,,"Malta",470
"MLT","Sex & Wealth","Female",,,0.9069,0.0238,290,2018,,"Upper secondary","PISA",,,,"5",,,,"Malta",470
"MLT","Sex & Wealth","Male",,,0.4868,0.035,166,2018,,"Upper secondary","PISA",,,,"1",,,,"Malta",470
"MLT","Sex & Wealth","Male",,,0.634,0.0281,213,2018,,"Upper secondary","PISA",,,,"2",,,,"Malta",470
"MLT","Sex & Wealth","Male",,,0.6477,0.0272,221,2018,,"Upper secondary","PISA",,,,"3",,,,"Malta",470
"MLT","Sex & Wealth","Male",,,0.767,0.0296,266,2018,,"Upper secondary","PISA",,,,"4",,,,"Malta",470
"MLT","Sex & Wealth","Male",,,0.811,0.0217,277,2018,,"Upper secondary","PISA",,,,"5",,,,"Malta",470
"MNE","Sex & Wealth","Female",,,0.3679,0.0322,232,2018,,"Upper secondary","PISA",,,,"1",,,,"Montenegro",499
"MNE","Sex & Wealth","Female",,,0.4545,0.0226,312,2018,,"Upper secondary","PISA",,,,"2",,,,"Montenegro",499
"MNE","Sex & Wealth","Female",,,0.5326,0.0257,341,2018,,"Upper secondary","PISA",,,,"3",,,,"Montenegro",499
"MNE","Sex & Wealth","Female",,,0.5894,0.0249,360,2018,,"Upper secondary","PISA",,,,"4",,,,"Montenegro",499
"MNE","Sex & Wealth","Female",,,0.702,0.023,424,2018,,"Upper secondary","PISA",,,,"5",,,,"Montenegro",499
"MNE","Sex & Wealth","Male",,,0.4256,0.0287,276,2018,,"Upper secondary","PISA",,,,"1",,,,"Montenegro",499
"MNE","Sex & Wealth","Male",,,0.492,0.0241,324,2018,,"Upper secondary","PISA",,,,"2",,,,"Montenegro",499
"MNE","Sex & Wealth","Male",,,0.5056,0.0229,334,2018,,"Upper secondary","PISA",,,,"3",,,,"Montenegro",499
"MNE","Sex & Wealth","Male",,,0.6431,0.0218,452,2018,,"Upper secondary","PISA",,,,"4",,,,"Montenegro",499
"MNE","Sex & Wealth","Male",,,0.6954,0.0217,510,2018,,"Upper secondary","PISA",,,,"5",,,,"Montenegro",499
"MYS","Sex & Wealth","Female",,,0.3565,0.0276,235,2018,,"Upper secondary","PISA",,,,"1",,,,"Malaysia",458
"MYS","Sex & Wealth","Female",,,0.5394,0.0258,343,2018,,"Upper secondary","PISA",,,,"2",,,,"Malaysia",458
"MYS","Sex & Wealth","Female",,,0.6075,0.025,381,2018,,"Upper secondary","PISA",,,,"3",,,,"Malaysia",458
"MYS","Sex & Wealth","Female",,,0.6732,0.0266,403,2018,,"Upper secondary","PISA",,,,"4",,,,"Malaysia",458
"MYS","Sex & Wealth","Female",,,0.8629,0.0196,536,2018,,"Upper secondary","PISA",,,,"5",,,,"Malaysia",458
"MYS","Sex & Wealth","Male",,,0.3638,0.0239,218,2018,,"Upper secondary","PISA",,,,"1",,,,"Malaysia",458
"MYS","Sex & Wealth","Male",,,0.473,0.0272,285,2018,,"Upper secondary","PISA",,,,"2",,,,"Malaysia",458
"MYS","Sex & Wealth","Male",,,0.58,0.0261,338,2018,,"Upper secondary","PISA",,,,"3",,,,"Malaysia",458
"MYS","Sex & Wealth","Male",,,0.6259,0.0287,383,2018,,"Upper secondary","PISA",,,,"4",,,,"Malaysia",458
"MYS","Sex & Wealth","Male",,,0.8014,0.0242,455,2018,,"Upper secondary","PISA",,,,"5",,,,"Malaysia",458
"NLD","Sex & Wealth","Female",,,0.7277,0.0334,322,2018,,"Upper secondary","PISA",,,,"1",,,,"Netherlands",528
"NLD","Sex & Wealth","Female",,,0.7903,0.0236,369,2018,,"Upper secondary","PISA",,,,"2",,,,"Netherlands",528
"NLD","Sex & Wealth","Female",,,0.8502,0.0212,378,2018,,"Upper secondary","PISA",,,,"3",,,,"Netherlands",528
"NLD","Sex & Wealth","Female",,,0.9171,0.0178,407,2018,,"Upper secondary","PISA",,,,"4",,,,"Netherlands",528
"NLD","Sex & Wealth","Female",,,0.9723,0.0106,432,2018,,"Upper secondary","PISA",,,,"5",,,,"Netherlands",528
"NLD","Sex & Wealth","Male",,,0.7097,0.0336,320,2018,,"Upper secondary","PISA",,,,"1",,,,"Netherlands",528
"NLD","Sex & Wealth","Male",,,0.8153,0.0263,372,2018,,"Upper secondary","PISA",,,,"2",,,,"Netherlands",528
"NLD","Sex & Wealth","Male",,,0.848,0.0221,397,2018,,"Upper secondary","PISA",,,,"3",,,,"Netherlands",528
"NLD","Sex & Wealth","Male",,,0.8957,0.0161,421,2018,,"Upper secondary","PISA",,,,"4",,,,"Netherlands",528
"NLD","Sex & Wealth","Male",,,0.9223,0.017,450,2018,,"Upper secondary","PISA",,,,"5",,,,"Netherlands",528
"NOR","Sex & Wealth","Female",,,0.6989,0.0234,379,2018,,"Upper secondary","PISA",,,,"1",,,,"Norway",578
"NOR","Sex & Wealth","Female",,,0.8061,0.0178,469,2018,,"Upper secondary","PISA",,,,"2",,,,"Norway",578
"NOR","Sex & Wealth","Female",,,0.8521,0.0196,476,2018,,"Upper secondary","PISA",,,,"3",,,,"Norway",578
"NOR","Sex & Wealth","Female",,,0.9053,0.0144,485,2018,,"Upper secondary","PISA",,,,"4",,,,"Norway",578
"NOR","Sex & Wealth","Female",,,0.9139,0.0148,523,2018,,"Upper secondary","PISA",,,,"5",,,,"Norway",578
"NOR","Sex & Wealth","Male",,,0.6569,0.0264,366,2018,,"Upper secondary","PISA",,,,"1",,,,"Norway",578
"NOR","Sex & Wealth","Male",,,0.763,0.0249,411,2018,,"Upper secondary","PISA",,,,"2",,,,"Norway",578
"NOR","Sex & Wealth","Male",,,0.8354,0.0201,481,2018,,"Upper secondary","PISA",,,,"3",,,,"Norway",578
"NOR","Sex & Wealth","Male",,,0.8707,0.0184,511,2018,,"Upper secondary","PISA",,,,"4",,,,"Norway",578
"NOR","Sex & Wealth","Male",,,0.8483,0.0165,474,2018,,"Upper secondary","PISA",,,,"5",,,,"Norway",578
"NZL","Sex & Wealth","Female",,,0.5855,0.027,368,2018,,"Upper secondary","PISA",,,,"1",,,,"New Zealand",554
"NZL","Sex & Wealth","Female",,,0.7439,0.021,457,2018,,"Upper secondary","PISA",,,,"2",,,,"New Zealand",554
"NZL","Sex & Wealth","Female",,,0.7929,0.0187,484,2018,,"Upper secondary","PISA",,,,"3",,,,"New Zealand",554
"NZL","Sex & Wealth","Female",,,0.8656,0.0187,534,2018,,"Upper secondary","PISA",,,,"4",,,,"New Zealand",554
"NZL","Sex & Wealth","Female",,,0.9257,0.0129,594,2018,,"Upper secondary","PISA",,,,"5",,,,"New Zealand",554
"NZL","Sex & Wealth","Male",,,0.6425,0.0254,382,2018,,"Upper secondary","PISA",,,,"1",,,,"New Zealand",554
"NZL","Sex & Wealth","Male",,,0.7523,0.0219,450,2018,,"Upper secondary","PISA",,,,"2",,,,"New Zealand",554
"NZL","Sex & Wealth","Male",,,0.8146,0.0195,503,2018,,"Upper secondary","PISA",,,,"3",,,,"New Zealand",554
"NZL","Sex & Wealth","Male",,,0.8581,0.0193,505,2018,,"Upper secondary","PISA",,,,"4",,,,"New Zealand",554
"NZL","Sex & Wealth","Male",,,0.913,0.0146,505,2018,,"Upper secondary","PISA",,,,"5",,,,"New Zealand",554
"PAN","Sex & Wealth","Female",,,0.0472,0.0141,23,2018,,"Upper secondary","PISA",,,,"1",,,,"Panama",591
"PAN","Sex & Wealth","Female",,,0.0917,0.0178,53,2018,,"Upper secondary","PISA",,,,"2",,,,"Panama",591
"PAN","Sex & Wealth","Female",,,0.1388,0.0212,66,2018,,"Upper secondary","PISA",,,,"3",,,,"Panama",591
"PAN","Sex & Wealth","Female",,,0.2097,0.0241,112,2018,,"Upper secondary","PISA",,,,"4",,,,"Panama",591
"PAN","Sex & Wealth","Female",,,0.4107,0.0401,237,2018,,"Upper secondary","PISA",,,,"5",,,,"Panama",591
"PAN","Sex & Wealth","Male",,,0.0631,0.0143,39,2018,,"Upper secondary","PISA",,,,"1",,,,"Panama",591
"PAN","Sex & Wealth","Male",,,0.1289,0.0193,75,2018,,"Upper secondary","PISA",,,,"2",,,,"Panama",591
"PAN","Sex & Wealth","Male",,,0.1452,0.0221,80,2018,,"Upper secondary","PISA",,,,"3",,,,"Panama",591
"PAN","Sex & Wealth","Male",,,0.2323,0.0281,154,2018,,"Upper secondary","PISA",,,,"4",,,,"Panama",591
"PAN","Sex & Wealth","Male",,,0.4692,0.0369,300,2018,,"Upper secondary","PISA",,,,"5",,,,"Panama",591
"PER","Sex & Wealth","Female",,,0.1265,0.0192,74,2018,,"Upper secondary","PISA",,,,"1",,,,"Peru",604
"PER","Sex & Wealth","Female",,,0.2778,0.0247,161,2018,,"Upper secondary","PISA",,,,"2",,,,"Peru",604
"PER","Sex & Wealth","Female",,,0.3671,0.0248,220,2018,,"Upper secondary","PISA",,,,"3",,,,"Peru",604
"PER","Sex & Wealth","Female",,,0.4378,0.0287,249,2018,,"Upper secondary","PISA",,,,"4",,,,"Peru",604
"PER","Sex & Wealth","Female",,,0.6418,0.0235,393,2018,,"Upper secondary","PISA",,,,"5",,,,"Peru",604
"PER","Sex & Wealth","Male",,,0.1551,0.0202,101,2018,,"Upper secondary","PISA",,,,"1",,,,"Peru",604
"PER","Sex & Wealth","Male",,,0.2883,0.0253,168,2018,,"Upper secondary","PISA",,,,"2",,,,"Peru",604
"PER","Sex & Wealth","Male",,,0.4381,0.0314,279,2018,,"Upper secondary","PISA",,,,"3",,,,"Peru",604
"PER","Sex & Wealth","Male",,,0.5458,0.0256,371,2018,,"Upper secondary","PISA",,,,"4",,,,"Peru",604
"PER","Sex & Wealth","Male",,,0.7192,0.0278,422,2018,,"Upper secondary","PISA",,,,"5",,,,"Peru",604
"PHL","Sex & Wealth","Female",,,0.0558,0.0111,45,2018,,"Upper secondary","PISA",,,,"1",,,,"Philippines",608
"PHL","Sex & Wealth","Female",,,0.1154,0.0206,94,2018,,"Upper secondary","PISA",,,,"2",,,,"Philippines",608
"PHL","Sex & Wealth","Female",,,0.1576,0.0254,117,2018,,"Upper secondary","PISA",,,,"3",,,,"Philippines",608
"PHL","Sex & Wealth","Female",,,0.2497,0.0243,179,2018,,"Upper secondary","PISA",,,,"4",,,,"Philippines",608
"PHL","Sex & Wealth","Female",,,0.455,0.0403,331,2018,,"Upper secondary","PISA",,,,"5",,,,"Philippines",608
"PHL","Sex & Wealth","Male",,,0.0577,0.0137,30,2018,,"Upper secondary","PISA",,,,"1",,,,"Philippines",608
"PHL","Sex & Wealth","Male",,,0.1071,0.02,58,2018,,"Upper secondary","PISA",,,,"2",,,,"Philippines",608
"PHL","Sex & Wealth","Male",,,0.1601,0.0201,102,2018,,"Upper secondary","PISA",,,,"3",,,,"Philippines",608
"PHL","Sex & Wealth","Male",,,0.184,0.0224,128,2018,,"Upper secondary","PISA",,,,"4",,,,"Philippines",608
"PHL","Sex & Wealth","Male",,,0.3645,0.0378,253,2018,,"Upper secondary","PISA",,,,"5",,,,"Philippines",608
"POL","Sex & Wealth","Female",,,0.736,0.0215,420,2018,,"Upper secondary","PISA",,,,"1",,,,"Poland",616
"POL","Sex & Wealth","Female",,,0.8441,0.021,490,2018,,"Upper secondary","PISA",,,,"2",,,,"Poland",616
"POL","Sex & Wealth","Female",,,0.8307,0.022,461,2018,,"Upper secondary","PISA",,,,"3",,,,"Poland",616
"POL","Sex & Wealth","Female",,,0.9307,0.0132,520,2018,,"Upper secondary","PISA",,,,"4",,,,"Poland",616
"POL","Sex & Wealth","Female",,,0.96,0.0101,547,2018,,"Upper secondary","PISA",,,,"5",,,,"Poland",616
"POL","Sex & Wealth","Male",,,0.7132,0.0255,398,2018,,"Upper secondary","PISA",,,,"1",,,,"Poland",616
"POL","Sex & Wealth","Male",,,0.8244,0.0198,445,2018,,"Upper secondary","PISA",,,,"2",,,,"Poland",616
"POL","Sex & Wealth","Male",,,0.8653,0.0201,481,2018,,"Upper secondary","PISA",,,,"3",,,,"Poland",616
"POL","Sex & Wealth","Male",,,0.8923,0.0188,492,2018,,"Upper secondary","PISA",,,,"4",,,,"Poland",616
"POL","Sex & Wealth","Male",,,0.9471,0.0121,510,2018,,"Upper secondary","PISA",,,,"5",,,,"Poland",616
"PRT","Sex & Wealth","Female",,,0.5642,0.0333,314,2018,,"Upper secondary","PISA",,,,"1",,,,"Portugal",620
"PRT","Sex & Wealth","Female",,,0.6884,0.0304,412,2018,,"Upper secondary","PISA",,,,"2",,,,"Portugal",620
"PRT","Sex & Wealth","Female",,,0.7793,0.0226,451,2018,,"Upper secondary","PISA",,,,"3",,,,"Portugal",620
"PRT","Sex & Wealth","Female",,,0.8932,0.0177,501,2018,,"Upper secondary","PISA",,,,"4",,,,"Portugal",620
"PRT","Sex & Wealth","Female",,,0.9336,0.0157,502,2018,,"Upper secondary","PISA",,,,"5",,,,"Portugal",620
"PRT","Sex & Wealth","Male",,,0.6135,0.0292,351,2018,,"Upper secondary","PISA",,,,"1",,,,"Portugal",620
"PRT","Sex & Wealth","Male",,,0.7269,0.022,404,2018,,"Upper secondary","PISA",,,,"2",,,,"Portugal",620
"PRT","Sex & Wealth","Male",,,0.7554,0.0246,423,2018,,"Upper secondary","PISA",,,,"3",,,,"Portugal",620
"PRT","Sex & Wealth","Male",,,0.8274,0.0263,455,2018,,"Upper secondary","PISA",,,,"4",,,,"Portugal",620
"PRT","Sex & Wealth","Male",,,0.9326,0.0145,550,2018,,"Upper secondary","PISA",,,,"5",,,,"Portugal",620
"QAT","Sex & Wealth","Female",,,0.2762,0.0215,371,2018,,"Upper secondary","PISA",,,,"1",,,,"Qatar",634
"QAT","Sex & Wealth","Female",,,0.4296,0.0167,559,2018,,"Upper secondary","PISA",,,,"2",,,,"Qatar",634
"QAT","Sex & Wealth","Female",,,0.5471,0.017,716,2018,,"Upper secondary","PISA",,,,"3",,,,"Qatar",634
"QAT","Sex & Wealth","Female",,,0.6347,0.014,947,2018,,"Upper secondary","PISA",,,,"4",,,,"Qatar",634
"QAT","Sex & Wealth","Female",,,0.6937,0.0172,964,2018,,"Upper secondary","PISA",,,,"5",,,,"Qatar",634
"QAT","Sex & Wealth","Male",,,0.2076,0.014,291,2018,,"Upper secondary","PISA",,,,"1",,,,"Qatar",634
"QAT","Sex & Wealth","Male",,,0.3347,0.0171,473,2018,,"Upper secondary","PISA",,,,"2",,,,"Qatar",634
"QAT","Sex & Wealth","Male",,,0.443,0.0143,598,2018,,"Upper secondary","PISA",,,,"3",,,,"Qatar",634
"QAT","Sex & Wealth","Male",,,0.5509,0.0167,659,2018,,"Upper secondary","PISA",,,,"4",,,,"Qatar",634
"QAT","Sex & Wealth","Male",,,0.5744,0.0135,737,2018,,"Upper secondary","PISA",,,,"5",,,,"Qatar",634
"QAZ","Sex & Wealth","Female",,,0.3448,0.0264,236,2018,,"Upper secondary","PISA",,,,"1",,,,"QAZ",
"QAZ","Sex & Wealth","Female",,,0.4384,0.0301,279,2018,,"Upper secondary","PISA",,,,"2",,,,"QAZ",
"QAZ","Sex & Wealth","Female",,,0.4513,0.0285,265,2018,,"Upper secondary","PISA",,,,"3",,,,"QAZ",
"QAZ","Sex & Wealth","Female",,,0.5342,0.0294,331,2018,,"Upper secondary","PISA",,,,"4",,,,"QAZ",
"QAZ","Sex & Wealth","Female",,,0.6281,0.0338,391,2018,,"Upper secondary","PISA",,,,"5",,,,"QAZ",
"QAZ","Sex & Wealth","Male",,,0.4115,0.0251,270,2018,,"Upper secondary","PISA",,,,"1",,,,"QAZ",
"QAZ","Sex & Wealth","Male",,,0.475,0.0271,323,2018,,"Upper secondary","PISA",,,,"2",,,,"QAZ",
"QAZ","Sex & Wealth","Male",,,0.5024,0.0256,377,2018,,"Upper secondary","PISA",,,,"3",,,,"QAZ",
"QAZ","Sex & Wealth","Male",,,0.5605,0.0274,358,2018,,"Upper secondary","PISA",,,,"4",,,,"QAZ",
"QAZ","Sex & Wealth","Male",,,0.6351,0.0294,429,2018,,"Upper secondary","PISA",,,,"5",,,,"QAZ",
"QCI","Sex & Wealth","Female",,,0.9574,0.0103,1061,2018,,"Upper secondary","PISA",,,,"1",,,,"QCI",
"QCI","Sex & Wealth","Female",,,0.9783,0.0059,1113,2018,,"Upper secondary","PISA",,,,"2",,,,"QCI",
"QCI","Sex & Wealth","Female",,,0.9763,0.0085,1113,2018,,"Upper secondary","PISA",,,,"3",,,,"QCI",
"QCI","Sex & Wealth","Female",,,0.9943,0.003,1092,2018,,"Upper secondary","PISA",,,,"4",,,,"QCI",
"QCI","Sex & Wealth","Female",,,0.9985,0.0023,1219,2018,,"Upper secondary","PISA",,,,"5",,,,"QCI",
"QCI","Sex & Wealth","Male",,,0.9533,0.0125,1201,2018,,"Upper secondary","PISA",,,,"1",,,,"QCI",
"QCI","Sex & Wealth","Male",,,0.9832,0.0052,1201,2018,,"Upper secondary","PISA",,,,"2",,,,"QCI",
"QCI","Sex & Wealth","Male",,,0.9716,0.0098,1217,2018,,"Upper secondary","PISA",,,,"3",,,,"QCI",
"QCI","Sex & Wealth","Male",,,0.9874,0.007,1275,2018,,"Upper secondary","PISA",,,,"4",,,,"QCI",
"QCI","Sex & Wealth","Male",,,0.9964,0.0035,1174,2018,,"Upper secondary","PISA",,,,"5",,,,"QCI",
"QMR","Sex & Wealth","Female",,,0.7381,0.0536,132,2018,,"Upper secondary","PISA",,,,"1",,,,"QMR",
"QMR","Sex & Wealth","Female",,,0.7704,0.0464,146,2018,,"Upper secondary","PISA",,,,"2",,,,"QMR",
"QMR","Sex & Wealth","Female",,,0.8338,0.0449,164,2018,,"Upper secondary","PISA",,,,"3",,,,"QMR",
"QMR","Sex & Wealth","Female",,,0.8946,0.0273,186,2018,,"Upper secondary","PISA",,,,"4",,,,"QMR",
"QMR","Sex & Wealth","Female",,,0.9032,0.0275,173,2018,,"Upper secondary","PISA",,,,"5",,,,"QMR",
"QMR","Sex & Wealth","Male",,,0.6935,0.0449,157,2018,,"Upper secondary","PISA",,,,"1",,,,"QMR",
"QMR","Sex & Wealth","Male",,,0.7846,0.0407,168,2018,,"Upper secondary","PISA",,,,"2",,,,"QMR",
"QMR","Sex & Wealth","Male",,,0.8346,0.035,168,2018,,"Upper secondary","PISA",,,,"3",,,,"QMR",
"QMR","Sex & Wealth","Male",,,0.8401,0.0353,171,2018,,"Upper secondary","PISA",,,,"4",,,,"QMR",
"QMR","Sex & Wealth","Male",,,0.8876,0.0317,178,2018,,"Upper secondary","PISA",,,,"5",,,,"QMR",
"QRT","Sex & Wealth","Female",,,0.6174,0.0256,355,2018,,"Upper secondary","PISA",,,,"1",,,,"QRT",
"QRT","Sex & Wealth","Female",,,0.6744,0.029,369,2018,,"Upper secondary","PISA",,,,"2",,,,"QRT",
"QRT","Sex & Wealth","Female",,,0.7632,0.0241,450,2018,,"Upper secondary","PISA",,,,"3",,,,"QRT",
"QRT","Sex & Wealth","Female",,,0.8108,0.0251,466,2018,,"Upper secondary","PISA",,,,"4",,,,"QRT",
"QRT","Sex & Wealth","Female",,,0.8272,0.0263,457,2018,,"Upper secondary","PISA",,,,"5",,,,"QRT",
"QRT","Sex & Wealth","Male",,,0.6726,0.03,370,2018,,"Upper secondary","PISA",,,,"1",,,,"QRT",
"QRT","Sex & Wealth","Male",,,0.6953,0.0271,401,2018,,"Upper secondary","PISA",,,,"2",,,,"QRT",
"QRT","Sex & Wealth","Male",,,0.7464,0.0257,407,2018,,"Upper secondary","PISA",,,,"3",,,,"QRT",
"QRT","Sex & Wealth","Male",,,0.8358,0.0264,471,2018,,"Upper secondary","PISA",,,,"4",,,,"QRT",
"QRT","Sex & Wealth","Male",,,0.8078,0.0254,483,2018,,"Upper secondary","PISA",,,,"5",,,,"QRT",
"ROU","Sex & Wealth","Female",,,0.2635,0.0309,129,2018,,"Upper secondary","PISA",,,,"1",,,,"Romania",642
"ROU","Sex & Wealth","Female",,,0.4486,0.0345,220,2018,,"Upper secondary","PISA",,,,"2",,,,"Romania",642
"ROU","Sex & Wealth","Female",,,0.5135,0.033,271,2018,,"Upper secondary","PISA",,,,"3",,,,"Romania",642
