iso_code3,country,survey,year,category,sex,location,wealth,comp_lowsec_1524,comp_lowsec_1519_v2,comp_upsec_2029,comp_upsec_2024_v2,eduyears_2024,comp_higher_2yrs_2529,age,prim_dur_uis,lowsec_dur_uis,upsec_dur_uis,prim_age_uis,lowsec_age_uis,upsec_age_uis,comp_lowsec_1524_no,comp_lowsec_1519_v2_no,comp_upsec_2029_no,comp_upsec_2024_v2_no,eduyears_2024_no,comp_higher_2yrs_2529_no
CYP,CY,EU-SILC,2019,sex wealth,Male,,2,.939964,,.91134,.92025054,12.122653,.46857727,36.650093,6,3,3,6,12,15,217,11,589,206,206,383
CYP,CY,EU-SILC,2019,sex wealth,Male,,3,.9462201,,.93554318,.8798511,12.245588,.60270286,40.502403,6,3,3,6,12,15,50,1,271,49,49,222
CYP,CY,EU-SILC,2019,sex wealth,Male,,4,,,.97277629,,,.87426257,44.242939,6,3,3,6,12,15,3,0,75,3,3,72
CYP,CY,EU-SILC,2019,sex wealth,Male,,5,,,,,,,48.265541,6,3,3,6,12,15,1,1,21,0,0,21
CYP,CY,EU-SILC,2019,sex wealth,Male,,,.93694162,.91420108,.93685609,.94434512,12.02767,.45828506,37.429592,6,3,3,6,12,15,1442,931,837,511,511,326
CYP,CY,EU-SILC,2019,location wealth,,Cities,1,.91431648,.83398771,.86341029,.89627278,12.249436,.46787506,37.198647,6,3,3,6,12,15,208,36,427,172,172,255
CYP,CY,EU-SILC,2019,location wealth,,Cities,2,.9377501,,.9356513,.89815885,12.740144,.70799601,37.206944,6,3,3,6,12,15,201,10,560,191,191,369
CYP,CY,EU-SILC,2019,location wealth,,Cities,3,.9576965,,.93734777,.85184389,12.673067,.65400881,39.974323,6,3,3,6,12,15,33,1,234,32,32,202
CYP,CY,EU-SILC,2019,location wealth,,Cities,4,,,1,,,.95430392,42.450962,6,3,3,6,12,15,4,0,108,4,4,104
CYP,CY,EU-SILC,2019,location wealth,,Cities,5,,,1,,,.95612508,47.259468,6,3,3,6,12,15,0,0,51,0,0,51
CYP,CY,EU-SILC,2019,location wealth,,Cities,,.95420772,.94696707,.91020048,.91663849,12.294491,.61248475,37.515522,6,3,3,6,12,15,1447,945,898,502,502,396
CYP,CY,EU-SILC,2019,location wealth,,Towns and suburbs,1,.9934063,,.89633268,.93851507,12.702322,.43940747,36.954941,6,3,3,6,12,15,136,15,271,121,121,150
CYP,CY,EU-SILC,2019,location wealth,,Towns and suburbs,2,1,,.95931196,.98484838,12.908482,.52690202,37.530479,6,3,3,6,12,15,94,6,307,88,88,219
CYP,CY,EU-SILC,2019,location wealth,,Towns and suburbs,3,.96464938,,.98671734,.96464938,12.943083,.78025818,40.902927,6,3,3,6,12,15,33,0,91,33,33,58
CYP,CY,EU-SILC,2019,location wealth,,Towns and suburbs,4,,,1,,,.97021359,42.925236,6,3,3,6,12,15,2,0,35,2,2,33
CYP,CY,EU-SILC,2019,location wealth,,Towns and suburbs,5,,,,,,,48.467133,6,3,3,6,12,15,0,0,0,0,0,0
CYP,CY,EU-SILC,2019,location wealth,,Towns and suburbs,,.91709554,.87926984,.92548472,.94704729,12.537977,.60608172,37.282585,6,3,3,6,12,15,679,460,431,219,219,212
CYP,CY,EU-SILC,2019,location wealth,,Rural (EU LFS),1,.91183311,,.81267208,.81404179,12.376883,.45675242,37.514721,6,3,3,6,12,15,96,8,177,88,88,89
CYP,CY,EU-SILC,2019,location wealth,,Rural (EU LFS),2,.98337293,,.96530867,.98162413,12.754496,.62293321,37.50605,6,3,3,6,12,15,101,12,246,89,89,157
CYP,CY,EU-SILC,2019,location wealth,,Rural (EU LFS),3,,,.97409976,,,.79854625,40.516026,6,3,3,6,12,15,7,0,65,7,7,58
CYP,CY,EU-SILC,2019,location wealth,,Rural (EU LFS),4,,,,,,,45.27681,6,3,3,6,12,15,1,0,9,1,1,8
CYP,CY,EU-SILC,2019,location wealth,,Rural (EU LFS),5,,,,,,,48.412113,6,3,3,6,12,15,1,1,2,0,0,2
CYP,CY,EU-SILC,2019,location wealth,,Rural (EU LFS),,.9678086,.95527291,.90290785,.94457483,12.356629,.47113335,44.256634,6,3,3,6,12,15,509,316,332,193,193,139
CYP,CY,EU-SILC,2019,location sex,Female,Cities,,.96213186,.9627803,.91436523,.90131038,12.800918,.71532595,39.407333,6,3,3,6,12,15,874,457,1146,417,417,729
CYP,CY,EU-SILC,2019,location sex,Male,Cities,,.93340397,.91421431,.91961795,.9135043,11.96189,.59395558,38.236797,6,3,3,6,12,15,1019,535,1132,484,484,648
CYP,CY,EU-SILC,2019,location sex,Female,Towns and suburbs,,.95916575,.91418886,.94819957,.95920116,13.130797,.67736053,38.832905,6,3,3,6,12,15,449,224,567,225,225,342
CYP,CY,EU-SILC,2019,location sex,Male,Towns and suburbs,,.91981256,.8565802,.92117369,.94775844,12.213699,.47160679,37.800789,6,3,3,6,12,15,495,257,568,238,238,330
CYP,CY,EU-SILC,2019,location sex,Female,Rural (EU LFS),,.97406185,.9463895,.93323767,.96853447,13.222221,.74304175,43.233826,6,3,3,6,12,15,338,154,403,184,184,219
CYP,CY,EU-SILC,2019,location sex,Male,Rural (EU LFS),,.95236415,.93930453,.87644738,.86688608,11.690195,.38421616,42.380627,6,3,3,6,12,15,377,183,428,194,194,234
CYP,CY,EU-SILC,2019,location sex wealth,Female,Cities,1,.94122791,,.86591518,.89159214,12.433307,.424144,37.377426,6,3,3,6,12,15,115,21,259,94,94,165
CYP,CY,EU-SILC,2019,location sex wealth,Female,Cities,2,.98463076,,.97324586,.93249422,13.453807,.82400757,37.571953,6,3,3,6,12,15,107,6,282,101,101,181
CYP,CY,EU-SILC,2019,location sex wealth,Female,Cities,3,,,1,,,.92870879,40.634132,6,3,3,6,12,15,10,0,74,10,10,64
CYP,CY,EU-SILC,2019,location sex wealth,Female,Cities,4,,,1,,,1,40.842312,6,3,3,6,12,15,2,0,58,2,2,56
CYP,CY,EU-SILC,2019,location sex wealth,Female,Cities,5,,,1,,,.92198277,46.526966,6,3,3,6,12,15,0,0,32,0,0,32
CYP,CY,EU-SILC,2019,location sex wealth,Female,Cities,,.96151847,.96491838,.87538028,.88586712,12.546453,.67172265,39.011261,6,3,3,6,12,15,640,430,441,210,210,231
CYP,CY,EU-SILC,2019,location sex wealth,Male,Cities,1,.86844891,,.85903841,.90464753,11.920447,.54285574,36.821762,6,3,3,6,12,15,93,15,168,78,78,90
CYP,CY,EU-SILC,2019,location sex wealth,Male,Cities,2,.87344283,,.89299113,.85078073,11.755386,.59010226,36.752716,6,3,3,6,12,15,94,4,278,90,90,188
CYP,CY,EU-SILC,2019,location sex wealth,Male,Cities,3,,,.90773219,,,.52587944,39.574425,6,3,3,6,12,15,23,1,160,22,22,138
CYP,CY,EU-SILC,2019,location sex wealth,Male,Cities,4,,,1,,,.90332991,43.665031,6,3,3,6,12,15,2,0,50,2,2,48
CYP,CY,EU-SILC,2019,location sex wealth,Male,Cities,5,,,,,,,47.803654,6,3,3,6,12,15,0,0,19,0,0,19
CYP,CY,EU-SILC,2019,location sex wealth,Male,Cities,,.94774908,.93160796,.9482094,.94529504,12.059845,.53207415,35.897358,6,3,3,6,12,15,807,515,457,292,292,165
CYP,CY,EU-SILC,2019,location sex wealth,Female,Towns and suburbs,1,1,,.93417996,.94981843,13.034177,.52501959,37.227077,6,3,3,6,12,15,85,5,160,80,80,80
CYP,CY,EU-SILC,2019,location sex wealth,Female,Towns and suburbs,2,1,,1,,,.67584842,37.932083,6,3,3,6,12,15,30,4,140,26,26,114
CYP,CY,EU-SILC,2019,location sex wealth,Female,Towns and suburbs,3,,,,,,,39.516121,6,3,3,6,12,15,10,0,28,10,10,18
CYP,CY,EU-SILC,2019,location sex wealth,Female,Towns and suburbs,4,,,,,,,40.875603,6,3,3,6,12,15,2,0,17,2,2,15
CYP,CY,EU-SILC,2019,location sex wealth,Female,Towns and suburbs,5,,,,,,,47.782944,6,3,3,6,12,15,0,0,0,0,0,0
CYP,CY,EU-SILC,2019,location sex wealth,Female,Towns and suburbs,,.94049269,.91108733,.91259772,.94989914,13.048087,.69857168,38.650742,6,3,3,6,12,15,322,215,222,107,107,115
CYP,CY,EU-SILC,2019,location sex wealth,Male,Towns and suburbs,1,.97909951,,.83653092,.90773398,11.798618,.3503955,36.412128,6,3,3,6,12,15,51,10,111,41,41,70
CYP,CY,EU-SILC,2019,location sex wealth,Male,Towns and suburbs,2,1,,.91923982,.97637373,12.685894,.34300011,37.155449,6,3,3,6,12,15,64,2,167,62,62,105
CYP,CY,EU-SILC,2019,location sex wealth,Male,Towns and suburbs,3,,,.98059708,,,.73691076,41.668411,6,3,3,6,12,15,23,0,63,23,23,40
CYP,CY,EU-SILC,2019,location sex wealth,Male,Towns and suburbs,4,,,,,,,44.224003,6,3,3,6,12,15,0,0,18,0,0,18
CYP,CY,EU-SILC,2019,location sex wealth,Male,Towns and suburbs,5,,,,,,,48.966496,6,3,3,6,12,15,0,0,0,0,0,0
CYP,CY,EU-SILC,2019,location sex wealth,Male,Towns and suburbs,,.89189291,.84766245,.94216716,.94342369,11.889834,.48422122,35.705383,6,3,3,6,12,15,357,245,209,112,112,97
CYP,CY,EU-SILC,2019,location sex wealth,Female,Rural (EU LFS),1,.96575403,,.8865608,.97590733,13.528736,.52907026,37.557453,6,3,3,6,12,15,62,2,121,60,60,61
CYP,CY,EU-SILC,2019,location sex wealth,Female,Rural (EU LFS),2,1,,1,1,13.850722,.9264819,39.34182,6,3,3,6,12,15,42,7,102,35,35,67
CYP,CY,EU-SILC,2019,location sex wealth,Female,Rural (EU LFS),3,,,,,,,39.177544,6,3,3,6,12,15,3,0,17,3,3,14
CYP,CY,EU-SILC,2019,location sex wealth,Female,Rural (EU LFS),4,,,,,,,43.438168,6,3,3,6,12,15,0,0,2,0,0,2
CYP,CY,EU-SILC,2019,location sex wealth,Female,Rural (EU LFS),5,,,,,,,45.586845,6,3,3,6,12,15,0,0,0,0,0,0
CYP,CY,EU-SILC,2019,location sex wealth,Female,Rural (EU LFS),,.97122341,.95382327,.91450542,.94716561,12.627995,.67939603,45.116024,6,3,3,6,12,15,231,145,161,86,86,75
CYP,CY,EU-SILC,2019,location sex wealth,Male,Rural (EU LFS),1,.8201772,,.66423506,,,,37.417614,6,3,3,6,12,15,34,6,56,28,28,28
CYP,CY,EU-SILC,2019,location sex wealth,Male,Rural (EU LFS),2,.97245175,,.93859857,.96880692,11.989875,.37656161,35.622128,6,3,3,6,12,15,59,5,144,54,54,90
CYP,CY,EU-SILC,2019,location sex wealth,Male,Rural (EU LFS),3,,,.96105081,,,.70177299,41.362713,6,3,3,6,12,15,4,0,48,4,4,44
CYP,CY,EU-SILC,2019,location sex wealth,Male,Rural (EU LFS),4,,,,,,,46.027321,6,3,3,6,12,15,1,0,7,1,1,6
CYP,CY,EU-SILC,2019,location sex wealth,Male,Rural (EU LFS),5,,,,,,,49.980591,6,3,3,6,12,15,1,1,2,0,0,2
CYP,CY,EU-SILC,2019,location sex wealth,Male,Rural (EU LFS),,.96524245,.95623797,.88982153,.94210029,12.097439,.18753748,43.296967,6,3,3,6,12,15,278,171,171,107,107,64
CZE,CZ,EU-SILC,2015,Total,,,,.94558018,.88449687,.91099161,.89413756,12.90709,.31068733,41.373634,5,4,4,6,11,15,3997,1824,4373,2173,2173,2200
CZE,CZ,EU-SILC,2015,wealth,,,1,1,1,.93095726,.94394404,13.13182,.18621269,41.632767,5,4,4,6,11,15,363,40,611,323,323,288
CZE,CZ,EU-SILC,2015,wealth,,,2,1,,.95243019,.93280822,13.011065,.26598683,40.430431,5,4,4,6,11,15,292,27,617,265,265,352
CZE,CZ,EU-SILC,2015,wealth,,,3,1,,.94555253,.91696376,13.035465,.31407142,41.053364,5,4,4,6,11,15,237,13,531,224,224,307
CZE,CZ,EU-SILC,2015,wealth,,,4,1,,.97884536,.95879674,13.091426,.36879325,41.98455,5,4,4,6,11,15,134,5,425,129,129,296
CZE,CZ,EU-SILC,2015,wealth,,,5,1,,.98819166,1,13.480247,.48629335,42.850838,5,4,4,6,11,15,35,0,274,35,35,239
CZE,CZ,EU-SILC,2015,wealth,,,,.92593473,.87910151,.8508991,.85782331,12.762909,.2924017,41.225342,5,4,4,6,11,15,2936,1739,1915,1197,1197,718
CZE,CZ,EU-SILC,2015,sex,Female,,,.9580676,.90606111,.90172416,.88291615,12.963224,.39638099,42.742516,5,4,4,6,11,15,1992,879,2199,1113,1113,1086
CZE,CZ,EU-SILC,2015,sex,Male,,,.93367523,.86548656,.91986907,.90555042,12.849998,.23244227,39.956696,5,4,4,6,11,15,2005,945,2174,1060,1060,1114
CZE,CZ,EU-SILC,2015,location,,Cities,,.95451057,.89943707,.91658813,.88132143,12.881552,.44174182,41.536938,5,4,4,6,11,15,908,391,1156,517,517,639
CZE,CZ,EU-SILC,2015,location,,Towns and suburbs,,.94361156,.88151532,.89190245,.8728379,12.81272,.27945849,41.112305,5,4,4,6,11,15,1371,623,1503,748,748,755
CZE,CZ,EU-SILC,2015,location,,Rural (EU LFS),,.94124621,.87775272,.92350614,.92141455,13.00554,.21539406,41.477154,5,4,4,6,11,15,1718,810,1714,908,908,806
CZE,CZ,EU-SILC,2015,sex wealth,Female,,1,1,,.94439638,.95317483,13.282322,.24214238,42.036625,5,4,4,6,11,15,195,23,329,172,172,157
CZE,CZ,EU-SILC,2015,sex wealth,Female,,2,1,,.94797373,.91885954,13.120278,.42865378,40.747601,5,4,4,6,11,15,112,9,264,103,103,161
CZE,CZ,EU-SILC,2015,sex wealth,Female,,3,1,,.96336168,.94643229,13.393596,.46745265,41.486294,5,4,4,6,11,15,82,1,219,81,81,138
CZE,CZ,EU-SILC,2015,sex wealth,Female,,4,1,,.98882091,.96765947,13.512851,.59167677,43.217361,5,4,4,6,11,15,35,0,148,35,35,113
CZE,CZ,EU-SILC,2015,sex wealth,Female,,5,,,1,,,.68937433,44.173931,5,4,4,6,11,15,8,0,80,8,8,72
CZE,CZ,EU-SILC,2015,sex wealth,Female,,,.94607973,.90233147,.84563202,.84732717,12.775414,.31490195,43.062515,5,4,4,6,11,15,1560,846,1159,714,714,445
CZE,CZ,EU-SILC,2015,sex wealth,Male,,1,1,,.91600704,.93359238,12.963042,.12444588,41.007847,5,4,4,6,11,15,168,17,282,151,151,131
CZE,CZ,EU-SILC,2015,sex wealth,Male,,2,1,,.95566785,.94185436,12.940236,.13937339,40.126717,5,4,4,6,11,15,180,18,353,162,162,191
CZE,CZ,EU-SILC,2015,sex wealth,Male,,3,1,,.93303001,.89956015,12.823959,.19495323,40.657654,5,4,4,6,11,15,155,12,312,143,143,169
CZE,CZ,EU-SILC,2015,sex wealth,Male,,4,1,,.97365165,.95567071,12.942782,.23708864,41.133602,5,4,4,6,11,15,99,5,277,94,94,183
CZE,CZ,EU-SILC,2015,sex wealth,Male,,5,,,.98346204,,,.4032445,42.226585,5,4,4,6,11,15,27,0,194,27,27,167
CZE,CZ,EU-SILC,2015,sex wealth,Male,,,.90440875,.85836136,.85856217,.87236899,12.745578,.25736561,39.061268,5,4,4,6,11,15,1376,893,756,483,483,273
CZE,CZ,EU-SILC,2015,location wealth,,Cities,1,1,,.93194717,.92673123,13.23031,.30242977,42.499062,5,4,4,6,11,15,83,6,157,77,77,80
CZE,CZ,EU-SILC,2015,location wealth,,Cities,2,1,,.96025717,.91131175,12.958408,.41389114,40.215969,5,4,4,6,11,15,61,7,141,54,54,87
CZE,CZ,EU-SILC,2015,location wealth,,Cities,3,1,,.93197107,.86614048,13.198289,.42141372,41.403061,5,4,4,6,11,15,39,2,110,37,37,73
CZE,CZ,EU-SILC,2015,location wealth,,Cities,4,,,.99434263,,,.57659382,42.007092,5,4,4,6,11,15,20,0,103,20,20,83
CZE,CZ,EU-SILC,2015,location wealth,,Cities,5,,,1,,,.57494676,42.625469,5,4,4,6,11,15,9,0,111,9,9,102
CZE,CZ,EU-SILC,2015,location wealth,,Cities,,.94102401,.89574122,.8595714,.85875833,12.704559,.38392881,41.325832,5,4,4,6,11,15,696,376,534,320,320,214
CZE,CZ,EU-SILC,2015,location wealth,,Towns and suburbs,1,1,,.91063136,.94738859,13.055054,.10309672,40.673283,5,4,4,6,11,15,120,14,213,106,106,107
CZE,CZ,EU-SILC,2015,location wealth,,Towns and suburbs,2,1,,.94426805,.93756485,13.024689,.23838183,39.694,5,4,4,6,11,15,104,9,230,95,95,135
CZE,CZ,EU-SILC,2015,location wealth,,Towns and suburbs,3,1,,.93444425,.90610754,12.902658,.30686155,41.574863,5,4,4,6,11,15,70,5,170,65,65,105
CZE,CZ,EU-SILC,2015,location wealth,,Towns and suburbs,4,1,,.97800344,.95535833,13.195073,.2980679,42.324287,5,4,4,6,11,15,51,2,154,49,49,105
CZE,CZ,EU-SILC,2015,location wealth,,Towns and suburbs,5,,,.97710699,,,.50323445,42.998062,5,4,4,6,11,15,11,0,82,11,11,71
CZE,CZ,EU-SILC,2015,location wealth,,Towns and suburbs,,.92390293,.8758437,.82020992,.82120103,12.622467,.29401094,40.898151,5,4,4,6,11,15,1015,593,654,422,422,232
CZE,CZ,EU-SILC,2015,location wealth,,Rural (EU LFS),1,1,,.94871086,.95268953,13.126866,.17048788,41.876324,5,4,4,6,11,15,160,20,241,140,140,101
CZE,CZ,EU-SILC,2015,location wealth,,Rural (EU LFS),2,1,,.95494974,.94063318,13.028641,.18276541,41.146393,5,4,4,6,11,15,127,11,246,116,116,130
CZE,CZ,EU-SILC,2015,location wealth,,Rural (EU LFS),3,1,,.96094811,.94169641,13.046629,.24452181,40.389584,5,4,4,6,11,15,128,6,251,122,122,129
CZE,CZ,EU-SILC,2015,location wealth,,Rural (EU LFS),4,1,,.96778858,.95829397,12.939357,.24534352,41.66758,5,4,4,6,11,15,63,3,168,60,60,108
CZE,CZ,EU-SILC,2015,location wealth,,Rural (EU LFS),5,,,.97787035,,,.28488415,42.984291,5,4,4,6,11,15,15,0,81,15,15,66
CZE,CZ,EU-SILC,2015,location wealth,,Rural (EU LFS),,.91667569,.87139994,.87142491,.89269549,12.95344,.2056129,41.431034,5,4,4,6,11,15,1225,770,727,455,455,272
CZE,CZ,EU-SILC,2015,location sex,Female,Cities,,.96551996,.90975475,.91416484,.87771535,12.960775,.5002327,43.152275,5,4,4,6,11,15,483,190,644,293,293,351
CZE,CZ,EU-SILC,2015,location sex,Male,Cities,,.94310111,.89086396,.91934711,.88573289,12.784635,.37831202,39.786049,5,4,4,6,11,15,425,201,512,224,224,288
CZE,CZ,EU-SILC,2015,location sex,Female,Towns and suburbs,,.95409369,.8986038,.87540388,.85682869,12.791895,.36361185,42.482258,5,4,4,6,11,15,669,287,740,382,382,358
CZE,CZ,EU-SILC,2015,location sex,Male,Towns and suburbs,,.93378282,.86693382,.90701717,.88907576,12.833843,.20847432,39.667725,5,4,4,6,11,15,702,336,763,366,366,397
CZE,CZ,EU-SILC,2015,location sex,Female,Rural (EU LFS),,.9561035,.90967709,.91421139,.91090679,13.120541,.31447202,42.652264,5,4,4,6,11,15,840,402,815,438,438,377
CZE,CZ,EU-SILC,2015,location sex,Male,Rural (EU LFS),,.92766505,.84779632,.9315207,.93080145,12.902806,.13266097,40.320969,5,4,4,6,11,15,878,408,899,470,470,429
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Cities,1,1,,.96080631,.90914738,13.232098,.38767746,43.488979,5,4,4,6,11,15,45,4,89,41,41,48
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Cities,2,,,.96160686,,,.53689945,39.92704,5,4,4,6,11,15,26,3,71,23,23,48
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Cities,3,,,.97243422,,,.50650376,41.928333,5,4,4,6,11,15,17,1,56,16,16,40
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Cities,4,,,1,,,.65710968,42.759212,5,4,4,6,11,15,7,0,47,7,7,40
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Cities,5,,,1,,,.75928581,44.482571,5,4,4,6,11,15,3,0,41,3,3,38
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Cities,,.95674473,.90552014,.85806203,.85343069,12.756918,.3992517,43.428963,5,4,4,6,11,15,385,182,340,203,203,137
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Cities,1,1,,.89813989,.94560707,13.228392,.19513565,40.868874,5,4,4,6,11,15,38,2,68,36,36,32
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Cities,2,1,,.95896268,.8935129,12.815977,.28016272,40.489853,5,4,4,6,11,15,35,4,70,31,31,39
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Cities,3,,,.8945595,,,.33382228,40.861038,5,4,4,6,11,15,22,1,54,21,21,33
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Cities,4,,,.99003482,,,.509152,41.43924,5,4,4,6,11,15,13,0,56,13,13,43
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Cities,5,,,1,,,.47732618,41.623108,5,4,4,6,11,15,6,0,70,6,6,64
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Cities,,.9235822,.88775915,.86205804,.86724299,12.621173,.35752258,38.704365,5,4,4,6,11,15,311,194,194,117,117,77
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Towns and suburbs,1,1,,.91467369,.96588689,13.203583,.11450234,41.025631,5,4,4,6,11,15,65,8,111,57,57,54
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Towns and suburbs,2,1,,.95315486,.95385951,13.16038,.42994666,40.786156,5,4,4,6,11,15,41,3,99,38,38,61
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Towns and suburbs,3,,,.94437999,,,.39791086,41.785839,5,4,4,6,11,15,23,0,72,23,23,49
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Towns and suburbs,4,,,.9793207,,,.64241457,43.857548,5,4,4,6,11,15,11,0,48,11,11,37
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Towns and suburbs,5,,,,,,,44.726223,5,4,4,6,11,15,1,0,17,1,1,16
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Towns and suburbs,,.94143486,.89459443,.80887938,.80779123,12.592737,.30892548,42.704681,5,4,4,6,11,15,528,276,393,252,252,141
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Towns and suburbs,1,1,,.90645331,.92600411,12.883351,.092338458,40.144863,5,4,4,6,11,15,55,6,102,49,49,53
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Towns and suburbs,2,1,,.93786734,.92632467,12.931088,.097017117,38.51659,5,4,4,6,11,15,63,6,131,57,57,74
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Towns and suburbs,3,1,,.92694288,.9039039,12.819386,.22872765,41.378548,5,4,4,6,11,15,47,5,98,42,42,56
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Towns and suburbs,4,1,,.97741079,.97158617,13.20423,.12211468,41.29752,5,4,4,6,11,15,40,2,106,38,38,68
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Towns and suburbs,5,,,.97128612,,,.45492095,42.27264,5,4,4,6,11,15,10,0,65,10,10,55
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Towns and suburbs,,.90551668,.85960466,.83619457,.83968937,12.663456,.27222776,38.708683,5,4,4,6,11,15,487,317,261,170,170,91
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Rural (EU LFS),1,1,,.95743042,.97166771,13.377974,.22938198,41.897877,5,4,4,6,11,15,85,11,129,74,74,55
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Rural (EU LFS),2,1,,.93069941,.87662351,13.066442,.3169207,41.196899,5,4,4,6,11,15,45,3,94,42,42,52
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Rural (EU LFS),3,1,,.97246969,.96296287,13.362523,.50204939,40.903191,5,4,4,6,11,15,42,0,91,42,42,49
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Rural (EU LFS),4,,,.98567724,,,.45507663,43.010712,5,4,4,6,11,15,17,0,53,17,17,36
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Rural (EU LFS),5,,,,,,,43.192005,5,4,4,6,11,15,4,0,22,4,4,18
CZE,CZ,EU-SILC,2015,location sex wealth,Female,Rural (EU LFS),,.94213623,.90645057,.86809498,.88163537,12.981647,.23704392,43.091259,5,4,4,6,11,15,647,388,426,259,259,167
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Rural (EU LFS),1,1,,.93874121,.93129689,12.843811,.10210907,41.843445,5,4,4,6,11,15,75,9,112,66,66,46
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Rural (EU LFS),2,1,,.9696191,.97687215,13.007238,.097608067,41.102196,5,4,4,6,11,15,82,8,152,74,74,78
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Rural (EU LFS),3,1,,.95438468,.92987549,12.87104,.095015317,39.961681,5,4,4,6,11,15,86,6,160,80,80,80
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Rural (EU LFS),4,1,,.9599939,.94397438,12.775897,.14402013,40.776608,5,4,4,6,11,15,46,3,115,43,43,72
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Rural (EU LFS),5,,,.96985859,,,.2086951,42.891731,5,4,4,6,11,15,11,0,59,11,11,48
CZE,CZ,EU-SILC,2015,location sex wealth,Male,Rural (EU LFS),,.88977033,.83749503,.87587911,.90629113,12.918766,.15846352,39.602066,5,4,4,6,11,15,578,382,301,196,196,105
CZE,CZ,EU-SILC,2016,Total,,,,.93905509,.87017459,.9143545,.89802468,12.992026,.32183477,41.437019,5,4,4,6,11,15,3758,1775,4099,1983,1983,2116
CZE,CZ,EU-SILC,2016,wealth,,,1,.99371046,1,.90838206,.90043765,12.849056,.19438224,42.143101,5,4,4,6,11,15,345,50,585,295,295,290
CZE,CZ,EU-SILC,2016,wealth,,,2,1,,.95161718,.94986236,13.147464,.30053243,40.847523,5,4,4,6,11,15,293,26,602,267,267,335
CZE,CZ,EU-SILC,2016,wealth,,,3,1,,.95513964,.9300015,13.081468,.26725641,41.619602,5,4,4,6,11,15,197,14,503,183,183,320
CZE,CZ,EU-SILC,2016,wealth,,,4,1,,.9604643,.93775553,13.141305,.36709899,42.09058,5,4,4,6,11,15,110,8,379,102,102,277
CZE,CZ,EU-SILC,2016,wealth,,,5,,,.9860338,,,.53111702,42.820007,5,4,4,6,11,15,29,1,255,28,28,227
CZE,CZ,EU-SILC,2016,wealth,,,,.91808587,.86340785,.87041098,.87445825,12.941568,.31660232,41.127262,5,4,4,6,11,15,2784,1676,1775,1108,1108,667
CZE,CZ,EU-SILC,2016,sex,Female,,,.95048308,.89466894,.92168218,.91152328,13.134132,.38603461,42.776886,5,4,4,6,11,15,1813,834,2031,979,979,1052
CZE,CZ,EU-SILC,2016,sex,Male,,,.92816186,.84703642,.9073531,.88505965,12.855537,.26075336,40.050861,5,4,4,6,11,15,1945,941,2068,1004,1004,1064
CZE,CZ,EU-SILC,2016,location,,Cities,,.9434002,.87061763,.93359888,.91151392,13.184406,.43810868,41.617462,5,4,4,6,11,15,854,341,1096,513,513,583
CZE,CZ,EU-SILC,2016,location,,Towns and suburbs,,.93691897,.85978061,.90368557,.89049792,12.96693,.27813333,41.198467,5,4,4,6,11,15,1286,608,1443,678,678,765
CZE,CZ,EU-SILC,2016,location,,Rural (EU LFS),,.93782061,.8781392,.90841228,.89461356,12.868229,.25809455,41.501091,5,4,4,6,11,15,1618,826,1560,792,792,768
CZE,CZ,EU-SILC,2016,sex wealth,Female,,1,.98833221,,.91612983,.91647089,12.897987,.23171222,42.668636,5,4,4,6,11,15,187,22,314,165,165,149
CZE,CZ,EU-SILC,2016,sex wealth,Female,,2,1,,.97443444,.9798162,13.459437,.366007,41.122192,5,4,4,6,11,15,119,8,309,111,111,198
