iso_code,country,survey,year,category,disability,hh_edu_head,sex,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,overage2plus_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,edu0_prim_m,preschool_3_m,attend_higher_1822_m,comp_higher_2yrs_2529_m,comp_higher_4yrs_2529_m,comp_higher_4yrs_3034_m,comp_lowsec_1524_m,comp_prim_1524_m,comp_upsec_2029_m,edu4_2024_m,eduyears_2024_m,literacy_1524_m,preschool_1ybefore_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,overage2plus_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,edu0_prim_no,preschool_3_no,attend_higher_1822_no,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_no,comp_lowsec_1524_no,comp_prim_1524_no,comp_upsec_2029_no,edu4_2024_no,eduyears_2024_no,literacy_1524_no,preschool_1ybefore_no
DOM,Dominican Rep.,MICS,2019,Household education,,Completed upper secondary,,.98850477,.98243344,.84593064,,.02340956,.020918269,.12865695,.0029847391,.93622631,.27311519,.25155589,.11022024,.086189643,.98517454,.99228972,.8853671,0,12.978028,.99039018,.51464117,1723,1929,1873,,3796,1115,2349,2391,862,3147,3148,3148,2538,6234,6234,6295,3145,3145,6221,717
DOM,Dominican Rep.,MICS,2019,Household education,,Completed post-secondary or higher,,.99919665,.99896228,.94405723,,.012585321,.0020441115,.068690836,0,.92986709,.56752783,.73491639,.49862999,.62065053,.98823041,.9928723,.94593668,0,14.894147,.99492288,.53192323,524,509,459,,1230,383,687,779,324,796,943,943,909,1637,1637,1738,783,783,1620,206
DOM,Dominican Rep.,MICS,2019,Disability,"At least one sensory, physical or intellectual difficulty",,,.82827359,,,,.044157486,.17868312,.21758783,.060707297,,.28692079,.29718959,.107057,.13749303,.90929806,.97007149,.72625482,0,13.072753,.90896678,,74,29,0,0,152,48,88,94,16,81,76,76,70,131,131,166,89,89,127,
DOM,Dominican Rep.,MICS,2019,Disability,At least one functional difficulty,,,.78356099,.57873285,,,.036250859,.084669553,.29637456,.016651008,,.276207,.28371397,.12102177,.12522307,.92648214,.97574162,.73117799,0,13.061677,.9238677,,257,101,0,0,617,208,292,339,29,107,94,94,86,168,168,210,115,115,164,
DOM,Dominican Rep.,MICS,2019,Disability & Sex,At least one functional difficulty,,Male,.76434225,.49622011,,,.020003606,.11342084,.34781268,.020340458,,,,,,,,,,,,,142,50,0,0,362,119,155,193,14,,,,,,,,,,,
DOM,Dominican Rep.,MICS,2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,.92268211,,,,.058243692,,.059817202,.039723895,,.28692079,.29718959,.107057,.13749303,.90929806,.97007149,.72625482,0,13.072753,.90896678,,42,13,0,0,65,21,48,41,8,81,76,76,70,131,131,166,89,89,127,
DOM,Dominican Rep.,MICS,2019,Household education,,Completed lower secondary,,.98830807,.97122413,.6038965,,.037574995,.038236037,.14161316,.0074612251,.9274621,.1856173,.17556182,.082948849,.086004257,.97323477,.98708028,.49923542,0,12.086299,.9778496,.48486412,1004,1098,961,,2070,617,1376,1345,378,1673,1493,1493,1255,3337,3337,3061,1560,1560,3350,336
DZA,Algeria,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,.82992917,,,.42570657,.02871836,.097892247,.13513374,.14470603,,,,,,,,,,,,,49,19,0,227,123,63,55,86,,,,,,,,,,,,
DZA,Algeria,MICS,2019,Household education,,Completed post-secondary or higher,,.98841232,.90525591,.82156175,.59608692,.014278026,.0088229747,.047003016,.0078883115,.97667277,.60600549,.64548439,.41932362,.53918564,.89882112,.99214762,.78679168,0,13.142121,.90533531,.72740453,420,332,301,2337,954,585,366,677,101,522,524,524,592,1085,1085,1020,496,496,1089,176
DZA,Algeria,MICS,2019,Household education,,Not completed primary,,.88197428,.56509924,.33512235,.58563852,.047140107,.090299852,.32704559,.026754845,.92321366,.19428748,.26275399,.18288516,.30090278,.51613992,.90659177,.3169235,.022355547,9.795928,.56886512,.77778894,1718,1681,1600,6812,2754,2297,1687,2225,67,2520,2194,2194,1525,5447,5447,4852,2444,2444,5456,285
DZA,Algeria,MICS,2018,Disability,At least one functional difficulty,,,.86119705,.59800035,,.45824224,.0058822674,.051906336,.26708081,.037710194,,,,,,,,,,,,,704,219,0,2798,1318,922,737,983,,,,,,,,,,,,
DZA,Algeria,MICS,2019,Household education,,Completed upper secondary,,.98032349,.85239136,.65684623,.57490879,.019948637,.020051755,.12541878,.011927539,.94257778,.43860194,.44019219,.30938649,.16901542,.81684905,.98129708,.66830379,.0051672622,12.11394,.82275403,.74978638,923,711,619,4831,1987,1356,831,1528,141,1071,792,792,802,2309,2309,1810,1007,1007,2313,328
DZA,Algeria,MICS,2018,Disability & Sex,At least one functional difficulty,,Female,.88432854,.68256927,,.47328201,.010348903,.053522889,.19410385,.039493047,,,,,,,,,,,,,275,91,0,1171,570,368,290,418,,,,,,,,,,,,
DZA,Algeria,MICS,2019,Household education,,Completed lower secondary,,.97640997,.79112971,.5194658,.56462014,.023407372,.031387918,.13513613,.0050503178,.93238068,.33898473,.27838871,.16394357,.13794331,.73278588,.97727263,.46153405,.0058571063,11.212379,.74703747,.78312588,903,734,643,4649,2010,1327,811,1464,170,1120,956,956,966,2369,2369,2021,1050,1050,2380,330
DZA,Algeria,MICS,2019,Disability,"At least one sensory, physical or intellectual difficulty",,,,.57542306,.43835598,,,,,,,.31964684,.32989976,.25709084,.2698912,.56871963,.85151708,.37509194,.013837535,10.249822,.63996172,,,40,54,,,,,,8,76,113,113,141,128,128,201,76,76,128,
DZA,Algeria,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,.78309053,,,.43368366,.012568245,.067484491,.24948458,.16646211,,,,,,,,,,,,,71,10,0,248,112,91,61,95,,,,,,,,,,,,
DZA,Algeria,MICS,2018,Disability & Sex,At least one functional difficulty,,Male,.84537172,.5320062,,.44764861,.0027487841,.050811335,.31713098,.036471527,,,,,,,,,,,,,429,128,0,1627,748,554,447,565,,,,,,,,,,,,
DZA,Algeria,MICS,2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
DZA,Algeria,MICS,2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,.57542306,.43835598,,,,,,,.31964684,.32989976,.25709084,.2698912,.56871963,.85151708,.37509194,.013837535,10.249822,.63996172,,,40,54,,,,,,4,76,113,113,141,128,128,201,76,76,128,
DZA,Algeria,MICS,2019,Disability & Sex,At least one functional difficulty,,Female,,.61979145,.46098208,,,,,,,.30067647,.31774443,.22672194,.2431965,.64468545,.89018077,.3933942,.0086416127,10.929054,.70228684,,,53,76,,,,,,8,110,145,145,173,172,172,264,105,105,172,
DZA,Algeria,MICS,2019,Household education,,Completed primary,,.95539492,.67489666,.39307004,.52125835,.027409827,.047875728,.25977403,.0082451664,.93287557,.2328548,.21551839,.14108013,.12728776,.60436642,.96470875,.3647922,.011409556,10.11138,.62334746,.81928384,1940,1462,1358,9216,4314,2872,1580,3097,313,2257,2308,2308,2367,4885,4885,4671,2321,2321,4886,707
DZA,Algeria,MICS,2019,Disability,At least one functional difficulty,,,,.61979145,.46098208,,,,,,,.30067647,.31774443,.22672194,.2431965,.64468545,.89018077,.3933942,.0086416127,10.929054,.70228684,,,53,76,,,,,,13,110,145,145,173,172,172,264,105,105,172,
DZA,Algeria,MICS,2018,Disability,"At least one sensory, physical or intellectual difficulty",,,.8033939,,,.43010491,.020402607,.079738304,.19912252,.15650707,,,,,,,,,,,,,120,29,0,475,235,154,116,181,,,,,,,,,,,,
DZA,Algeria,MICS,2019,Disability & Sex,At least one functional difficulty,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
FJI,Fiji,MICS,2021,Disability,"At least one sensory, physical or intellectual difficulty",,,,,,0,,,,,,,,,,,,,,,,,0,0,0,61,0,0,0,0,,,,,,,,,,,,
FJI,Fiji,MICS,2021,Disability,At least one functional difficulty,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,175,0,0,0,0,,,,,,,,,,,,
FJI,Fiji,MICS,2021,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,,,,0,,,,,,,,,,,,,,,,,0,0,0,38,0,0,0,0,,,,,,,,,,,,
FJI,Fiji,MICS,2021,Disability & Sex,At least one functional difficulty,,Female,,,,0,,,,,,,,,,,,,,,,,0,0,0,66,0,0,0,0,,,,,,,,,,,,
FJI,Fiji,MICS,2021,Household education,,Completed primary,,.99064201,.92536074,.92324173,.10286357,.009470325,.057291321,.3362301,0,,.19388665,.68259251,.33581394,.29513615,.92107332,.97905213,.8815127,.0038264408,15.271044,.94827205,.34260234,175,125,151,589,397,255,158,269,28,216,239,239,168,496,496,473,232,232,491,59
FJI,Fiji,MICS,2021,Household education,,Completed post-secondary or higher,,.98501647,.98022521,.97069436,.12795715,.017783398,.024046805,.2123304,.0024785902,.92379481,.29791167,.82620764,.43345532,.45978525,.97656524,.98935014,.96208066,.0015806425,15.848167,.99052948,.3962723,441,296,334,1635,1136,612,375,722,101,518,597,597,571,1144,1144,1114,522,522,1139,157
FJI,Fiji,MICS,2021,Disability & Sex,At least one functional difficulty,,Male,,,,0,,,,,,,,,,,,,,,,,0,0,0,109,0,0,0,0,,,,,,,,,,,,
FJI,Fiji,MICS,2021,Household education,,Not completed primary,,1,.85220772,.92859071,.10441574,.035960589,.083384611,.64850068,0,,.17484628,.6954875,.34715578,.2822648,.89042902,.96366215,.84349972,0,15.243274,.9284184,,41,49,50,198,146,68,40,103,12,82,98,98,75,161,161,182,83,83,155,26
FJI,Fiji,MICS,2021,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,,,,,,,,,,,,,,,,,,,,0,0,0,23,0,0,0,0,,,,,,,,,,,,
FJI,Fiji,MICS,2021,Household education,,Completed upper secondary,,.9867872,.95413142,.96664822,.1608184,.019416805,.048875231,.27318889,.0047349823,.92432863,.36756682,.63611722,.2315376,.2302804,.96405691,.98522818,.96182716,.0028990649,15.039262,.98791736,.45485196,214,169,179,847,549,327,195,383,58,291,310,310,312,607,607,607,294,294,599,101
GEO,Georgia,MICS,2018,Household education,,Not completed primary,,,,,.17421469,.0056657451,,,,,.07169383,,,.54260945,1,1,.91119361,,,1,,9,13,8,37,35,7,11,16,9,16,29,29,33,37,37,46,18,18,34,12
GEO,Georgia,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,,,,,,,,,,.94217592,.62497526,.63105625,.96527523,.96527523,.984115,,,.97502685,,10,0,0,23,24,9,7,15,4,23,59,59,52,33,33,82,21,21,33,
GEO,Georgia,MICS,2018,Household education,,Completed post-secondary or higher,,.99901646,.99137014,.9509992,.22110324,.018861895,.011104589,.10186405,.0041569732,.96744698,.37306714,.93353784,.72901887,.76244962,.99461538,.99583697,.97511232,.0020400253,16.451576,.99772948,.9691059,696,572,621,1979,1709,680,697,1015,524,957,1439,1439,1358,2100,2100,2494,1055,1055,1880,266
GEO,Georgia,MICS,2018,Household education,,Completed upper secondary,,1,1,.97205251,.37000775,.018868508,.0057574827,.16827761,.0032169002,.98567283,.40407917,.85193491,.5198552,.53660554,.99905562,.99905562,.97414237,0,16.03507,1,1,162,161,199,406,320,161,166,202,122,300,380,380,301,604,604,713,333,333,557,50
GEO,Georgia,MICS,2018,Household education,,Completed primary,,,,,,,,,,,,,,,,,,,,,,2,,,4,3,1,1,2,1,6,3,3,,1,1,3,,,1,
GEO,Georgia,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,,,,0,.0063958978,,,,,,,,,,,,,,,,11,6,0,37,41,12,15,22,6,6,17,17,13,13,13,29,12,12,13,
GEO,Georgia,MICS,2018,Household education,,Completed lower secondary,,,,,.082115337,.014125917,,,,,.027826864,.62237257,.39987621,.38240492,1,1,.78182423,,,1,,23,17,16,44,40,12,24,24,15,27,31,31,40,64,64,60,29,29,56,7
GEO,Georgia,MICS,2018,Disability,At least one functional difficulty,,,.85027128,,,.011647308,.0014916253,0,.17344876,.064356223,,.27177086,.90658516,.59529108,.68955976,.97960413,.97960413,.94779235,0,16.21826,.99328035,,68,23,0,156,167,54,72,87,13,43,103,103,99,142,142,154,49,49,140,
GEO,Georgia,MICS,2018,Disability,"At least one sensory, physical or intellectual difficulty",,,,,,.0037917902,.0037154402,,,.15024154,,,.94530952,.63922179,.66384017,.97748166,.97748166,.95652515,0,16.337389,.98380542,,21,6,0,60,65,21,22,37,10,29,76,76,65,46,46,111,33,33,46,
GEO,Georgia,MICS,2018,Disability & Sex,At least one functional difficulty,,Male,.75740486,,,0,.0029805738,0,.24526551,.10699212,,,,,,.9888435,.9888435,.87134933,,,1,,34,15,0,86,92,31,40,45,8,7,20,20,17,57,57,35,15,15,53,
GEO,Georgia,MICS,2018,Disability & Sex,At least one functional difficulty,,Female,.9508847,,,.023605058,0,,.075846411,.025472783,,.28833818,.89894235,.57518774,.67047572,.97211689,.97211689,.96584862,0,16.686258,.98856014,,34,8,0,70,75,23,32,42,5,36,83,83,82,85,85,119,34,34,87,
GHA,Ghana,MICS,2017,Household education,,Completed post-secondary or higher,,.7854709,.84295446,.72501254,.44712672,.067580424,.018537208,.23173235,.017465852,.99365979,.1564367,.54545575,.17416665,.43708429,.78177923,.93613911,.75857097,0,11.979761,.79695755,.8602314,150,146,136,877,466,199,187,299,188,239,277,277,290,487,487,525,244,244,486,70
GHA,Ghana,MICS,2017,Disability & Sex,At least one functional difficulty,,Female,.80282295,.33997092,,.44973829,.024513425,.074930511,.17565829,.04750669,.92138833,.0080536306,.26076621,.23704122,.34946555,.3391034,.79137772,.15657593,.053897303,8.6750727,.40050006,,163,32,0,663,413,180,138,256,96,137,134,134,145,355,355,285,135,135,362,
GHA,Ghana,MICS,2017,Household education,,Completed primary,,.7085349,.40421003,.30134326,.47043011,.15595756,.031068183,.31163156,.053205959,.97341216,.039871946,.088870078,.079822853,.16591404,.38877928,.87217993,.19702058,.0042633987,8.8524542,.43098032,.93528062,279,269,242,1312,800,343,353,498,236,403,299,299,242,829,829,695,379,379,834,126
GHA,Ghana,MICS,2017,Disability,At least one functional difficulty,,,.79639816,.3813408,,.42664576,.020317627,.083340511,.15683492,.059125792,.93399161,.0074734143,.21694048,.19828624,.30636308,.30503112,.79130667,.16882128,.072219908,8.5625124,.35353273,,311,77,0,1371,871,374,279,564,211,180,163,163,177,569,569,363,181,181,576,
GHA,Ghana,MICS,2017,Disability,"At least one sensory, physical or intellectual difficulty",,,.77541935,,,.34459651,.023562904,.108696,.21120684,.065679766,,.014892569,.2749851,.23786734,.39254892,.48579678,.86844015,.15529223,.036350273,9.0344019,.47367221,,99,18,0,471,325,119,81,199,26,87,85,85,91,145,145,191,96,96,141,
GHA,Ghana,MICS,2017,Disability & Sex,At least one functional difficulty,,Male,.78676754,.40716773,,.40414295,.016684929,.091623642,.13400047,.069675229,.94406927,.0063926056,,,.082526542,.26175204,.79121631,.19899155,.10304505,8.3731451,.29193926,,148,45,0,708,458,194,141,308,115,43,29,29,32,214,214,78,46,46,214,
GHA,Ghana,MICS,2017,Household education,,Completed upper secondary,,.80977124,.69433779,.52114969,.4699221,.11734324,.034542836,.22366947,.030569959,.97714329,.066741832,.14387941,.067845717,.068203449,.69293302,.9213835,.64913118,.0038426744,10.750511,.72650701,.88245034,248,231,271,1239,664,310,311,429,245,413,400,400,385,860,860,874,467,467,847,113
GHA,Ghana,MICS,2017,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,.78219175,,,.31479916,.032719873,.14448845,.36004019,.044363782,,.01318175,.31204656,.26992622,.43013766,.49550915,.86533111,.15892857,.013815901,9.0890541,.48400238,,48,6,0,223,152,63,34,93,13,74,72,72,78,123,123,160,79,79,121,
GHA,Ghana,MICS,2017,Household education,,Completed lower secondary,,.81667346,.64549148,.39260685,.48047963,.13701783,.026243702,.19800168,.031793285,.98898524,.036059972,.14574595,.10546956,.05963178,.60398537,.92205906,.30169836,.014423908,9.9750433,.60899901,.94040155,841,658,579,3735,2059,997,957,1332,657,975,729,729,699,2117,2117,1683,928,928,2116,337
GHA,Ghana,MICS,2017,Household education,,Not completed primary,,.60641181,.30063722,.23393904,.51462334,.26726013,.11801774,.28071383,.16790593,.96156752,.013871051,.42134023,.39370489,.51930088,.28392205,.67586082,.19344287,.095141262,8.2795982,.35896754,.92968923,1536,1150,842,6074,3950,1842,1801,2579,901,1327,976,976,895,3425,3425,2281,1065,1065,3455,564
GHA,Ghana,MICS,2017,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,.76742643,,,.37345314,.015895739,.049896847,.095231697,.08469817,,,,,,,,.13730553,,,,,51,12,0,248,173,56,47,106,13,13,13,13,13,22,22,31,17,17,20,
GMB,Gambia,MICS,2018,Disability,At least one functional difficulty,,,.49740627,,,.20124553,.063615911,.18231028,,.14304182,.921148,.047084518,.46551889,.40632141,.56616557,.25319996,.50132632,.1000129,.043116014,8.2831411,.32710555,,34,0,0,334,218,63,17,126,41,46,82,82,73,165,165,151,36,36,172,
GMB,Gambia,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,,,,.12499759,.16823685,,,,,,,,,,,.2293946,,,,,4,0,0,65,43,9,1,22,,7,19,19,6,23,23,32,6,6,23,
GMB,Gambia,MICS,2018,Household education,,Completed primary,,.73862016,.38890612,.15889297,.43698651,.16767532,.13338189,.463229,.088297017,.84808135,.060647193,.23679394,.1853219,.23851909,.40592274,.71396011,.19048521,.060250007,8.9038067,.4863286,.39349505,163,159,148,783,480,187,178,270,102,199,197,197,184,513,513,437,184,184,508,82
GMB,Gambia,MICS,2018,Disability & Sex,At least one functional difficulty,,Male,,,,.20649214,.083367638,.27282223,,.15246457,,,,,,.22539391,.4308379,.17224368,,,.36636683,,16,0,0,162,106,31,7,64,24,15,29,29,20,68,68,51,12,12,72,
GMB,Gambia,MICS,2018,Household education,,Not completed primary,,.5796423,.3596867,.19899847,.3756175,.25321242,.31907403,.49169818,.21415423,.80883509,.060262445,.53837049,.50831825,.63996583,.30456811,.53958982,.16550717,.084284723,8.9484463,.42225361,.37686408,1712,1367,1117,7072,5477,2073,1571,3254,723,1244,1713,1713,1494,4577,4577,3588,1041,1041,4601,794
GMB,Gambia,MICS,2018,Household education,,Completed post-secondary or higher,,.9149462,.8259297,.58407724,.49920651,.055866078,.099297591,.13890378,.057013374,.92920864,.18677041,.4359327,.15465498,.29511002,.69772029,.90298295,.59892058,.020065235,11.249928,.7223137,.30837029,130,106,114,704,366,128,128,232,60,170,150,150,136,394,394,341,169,169,385,57
GMB,Gambia,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,,,.15603653,.063441984,,,,,,,,,.33494133,.62998772,.067120396,,,.32127836,,9,0,0,66,40,12,5,22,4,19,20,20,23,43,43,49,14,14,39,
GMB,Gambia,MICS,2018,Household education,,Completed lower secondary,,.80861998,.62314302,.32972285,.46503609,.14990406,.14156067,.2700381,.094133414,.91261709,.11679717,.30147263,.20059706,.29008448,.54359967,.7759316,.3075127,.020866813,9.8620348,.59389055,.59967679,188,143,160,835,502,176,185,303,93,211,228,228,228,538,538,475,213,213,532,83
GMB,Gambia,MICS,2018,Disability,"At least one sensory, physical or intellectual difficulty",,,,,,.13671145,.1358906,,,.16014767,,,.44450819,.33782518,,.32883945,.55397373,.13872266,,,.35483146,,13,0,0,131,83,21,6,44,4,26,39,39,29,66,66,81,20,20,62,
GMB,Gambia,MICS,2018,Household education,,Completed upper secondary,,.77566427,.66365862,.39888978,.46004063,.17923532,.26487166,.28090578,.13271597,.87697917,.1466928,.33312637,.16011032,.14680947,.5742473,.80496466,.49997765,.015330064,10.433752,.59064484,.45929462,225,215,210,1086,623,247,222,365,134,297,337,337,304,717,717,686,298,298,721,118
GMB,Gambia,MICS,2018,Disability & Sex,At least one functional difficulty,,Female,,,,.19492339,.03880883,.036359113,,.12892002,,.065239564,.46017459,.42242634,.60083675,.27578095,.55856919,.056220971,,,.29461119,,18,0,0,172,112,32,10,62,17,31,53,53,53,97,97,100,24,24,100,
GNB,Guinea-Bissau,MICS,2018,Disability & Sex,At least one functional difficulty,,Female,.33656043,,,,.12837391,.1913389,.34608382,.23587103,,,,,,,,,,,,,63,7,0,0,187,74,46,118,,,,,,,,,,,,
GNB,Guinea-Bissau,MICS,2019,Disability,At least one functional difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,
GNB,Guinea-Bissau,MICS,2019,Household education,,Not completed primary,,.17577404,.089959525,.074167036,0,.38259292,.28448659,.37750381,.3838523,.84692734,.010481145,.47009459,.4667713,.57608259,.12544678,.33114707,.076721974,.21065751,6.5512938,.54508001,.59096694,1575,1356,1133,5954,4451,1878,1350,2667,248,1610,1573,1573,1334,4242,4242,3508,1370,1370,4258,321
GNB,Guinea-Bissau,MICS,2019,Household education,,Completed upper secondary,,.61388874,.38225481,.25968912,0,.10610571,.16786541,.21099576,.096497998,.99438447,.047556624,.07015039,.042594288,.10591074,.4580034,.8096,.42287329,.041808289,9.4604454,.76761359,.55428779,139,125,117,601,315,142,134,218,65,200,184,184,149,434,434,395,202,202,427,52
GNB,Guinea-Bissau,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,,,,,,,,,,,,,,,,,,,,5,1,0,0,13,4,5,7,,,,,,,,,,,,
GNB,Guinea-Bissau,MICS,2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
GNB,Guinea-Bissau,MICS,2019,Household education,,Completed post-secondary or higher,,.71956223,.66341054,.3042537,0,.023956697,0,.051059976,.065905415,,.088540494,.40247068,.28409711,.45337123,.67242551,.91147286,.49972627,.052815925,10.44388,.87198794,,65,48,46,224,108,67,59,81,19,76,79,79,64,166,166,156,77,77,161,16
GNB,Guinea-Bissau,MICS,2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
GNB,Guinea-Bissau,MICS,2019,Household education,,Completed lower secondary,,.46371695,.33881178,.1723586,0,.15111247,.16877323,.31456235,.076051146,.8586657,.038724523,.13361062,.11460984,.10476124,.41026804,.74209422,.20211676,.06586422,8.7934856,.74826169,.56934983,206,224,180,943,565,245,187,328,78,326,326,326,296,659,659,635,295,295,654,77
GNB,Guinea-Bissau,MICS,2019,Disability,"At least one sensory, physical or intellectual difficulty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
GNB,Guinea-Bissau,MICS,2018,Disability & Sex,At least one functional difficulty,,Male,.31602162,,,,.15896386,.13645092,.14565171,.15607947,,,,,,,,,,,,,56,3,0,0,154,69,32,114,,,,,,,,,,,,
GNB,Guinea-Bissau,MICS,2018,Disability,At least one functional difficulty,,,.3269856,,,,.14352982,.16541725,.26282477,.19401081,,,,,,,,,,,,,119,10,0,0,341,143,78,232,,,,,,,,,,,,
GNB,Guinea-Bissau,MICS,2019,Household education,,Completed primary,,.41356748,.22130755,.13484524,0,.20808813,.15663673,.25061139,.15185256,.91075987,.031722646,.17208092,.16079478,.1777973,.25657284,.61000329,.15888596,.084060065,7.6071353,.62395471,.51814449,292,272,251,1321,752,342,274,486,85,417,410,410,329,889,889,834,384,384,875,105
GNB,Guinea-Bissau,MICS,2019,Disability & Sex,At least one functional difficulty,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
GNB,Guinea-Bissau,MICS,2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,,,,,,,,,,,,,,,,,,,,,4,0,0,0,11,3,3,12,,,,,,,,,,,,
GNB,Guinea-Bissau,MICS,2019,Disability & Sex,At least one functional difficulty,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,
GNB,Guinea-Bissau,MICS,2018,Disability,"At least one sensory, physical or intellectual difficulty",,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,24,7,8,19,,,,,,,,,,,,
GUY,Guyana,MICS,2019,Household education,,Completed lower secondary,,.99890578,.88620037,.57203692,.097452119,.070144095,.045731179,.18268207,.0025932868,.96811062,.090388134,.094453543,.015453462,.036510486,.859806,.98096454,.44645575,.00082724728,11.098798,.85792148,.26449841,224,233,231,608,538,248,136,308,192,376,329,329,250,753,753,710,381,381,728,98
GUY,Guyana,MICS,2019,Household education,,Completed primary,,.94555032,.74582905,.49102971,.074029252,.014912202,.070275508,.38692316,.0061833607,.92849135,.064535849,.10088184,.072263181,.041986596,.72184223,.96793109,.41089323,.014169856,9.6642284,.74850982,.26338452,318,287,288,730,681,320,198,445,173,460,384,384,269,939,939,834,452,452,889,99
GUY,Guyana,MICS,2019,Disability & Sex,At least one functional difficulty,,Male,.84709752,,,.010459742,.040094629,.028248126,.24310827,.022362234,,,,,,,,,,,,,53,6,0,148,129,49,35,77,11,,,,,,,,,,,
GUY,Guyana,MICS,2019,Disability,"At least one sensory, physical or intellectual difficulty",,,,,,.035581689,.034662351,,,.052128613,,,,,,,,,,,,,18,5,0,78,73,20,13,45,4,,,,,,,,,,,
GUY,Guyana,MICS,2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Female,,,,.056903373,.047388252,,,,,,,,,,,,,,,,8,4,0,45,43,12,6,28,2,,,,,,,,,,,
GUY,Guyana,MICS,2019,Disability & Sex,At least one functional difficulty,,Female,.88434386,,,.032862056,.030183701,.031766813,.11909569,.011217285,,,,,,,,,,,,,50,11,0,140,129,52,34,83,6,,,,,,,,,,,
GUY,Guyana,MICS,2019,Household education,,Completed post-secondary or higher,,.99810123,.85897857,.77754742,.24183963,0,.04193449,.12795502,0,.8156215,.23017976,.62405008,.43653488,.59678179,.92820847,.99637878,.81521338,.0052100653,12.251904,.90309924,,64,73,78,220,181,64,42,111,67,137,114,114,118,255,255,245,142,142,232,24
GUY,Guyana,MICS,2019,Household education,,Completed upper secondary,,.99933934,.96944523,.85848713,.23323765,.031383596,.016506836,.14433436,0,.95843202,.19328909,.23135848,.065314345,.039979465,.9601,.99811167,.84321207,0,11.619037,.94456685,.36583143,209,236,241,669,556,186,136,319,202,424,434,434,316,838,838,896,466,466,789,107
GUY,Guyana,MICS,2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",,Male,,,,0,.013468749,,,,,,,,,,,,,,,,10,1,0,33,30,8,7,17,2,,,,,,,,,,,
GUY,Guyana,MICS,2019,Household education,,Not completed primary,,.98743105,.69010329,.48157132,.063869968,.024622444,.076296955,.26893005,.0098592751,.94116199,.041648727,.18046604,.15635593,.24321961,.72467041,.9401561,.38378111,.021242738,9.6203232,.73791289,.29720476,262,254,241,645,599,286,175,393,165,408,298,298,247,787,787,628,345,345,778,108
GUY,Guyana,MICS,2019,Disability,At least one functional difficulty,,,.86863232,,,.021281313,.035232693,.029716348,.16326082,.017270137,,,,,,,,,,,,,103,17,0,288,258,101,69,160,17,,,,,,,,,,,
HND,Honduras,MICS,2019,Household education,,Not completed primary,,.94810814,.85290289,.53644258,,.13048342,.53164291,.64145309,.047759157,.99642122,.066065401,.31381291,.3004894,.52225411,.86090916,.91245365,.50629336,0,11.4142,.92330563,.65528774,384,385,292,,768,401,254,521,87,495,304,304,263,1086,1086,739,398,398,1046,107
