survey_uis,iso_code3,country,year_uis,group,category,comp_prim_uis,comp_lowsec_uis,comp_upsec_uis,metadata,note_source
EU-SILC,CZE,Czech Republic,2014,total,total,,99.330002,94.419998,"Czechia EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2005,location,urban,,95.889999,89.050003,"Germany EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2005,wealth,quintile 3,,95.690002,85.730003,"Germany EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2005,total,total,,95.559998,89.080002,"Germany EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2005,location,rural,,93.970001,89.330002,"Germany EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2005,sex,male,,95.169998,87.910004,"Germany EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2005,wealth,quintile 1,,94.730003,84.57,"Germany EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2005,wealth,quintile 4,,94.349998,96.419998,"Germany EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2005,sex,female,,96.080002,90.440002,"Germany EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2005,wealth,quintile 5,,97.580002,93.330002,"Germany EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2005,wealth,quintile 2,,95.339996,81.580002,"Germany EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2011,wealth,quintile 4,,98.440002,87.209999,"Germany EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2011,wealth,quintile 2,,97.669998,78.730003,"Germany EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2011,wealth,quintile 5,,95.959999,95.199997,"Germany EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2011,location,rural,,96.449997,80.099998,"Germany EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2011,wealth,quintile 1,,92.830002,79.370003,"Germany EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2011,wealth,quintile 3,,95.57,83.580002,"Germany EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2011,total,total,,96.199997,84.150002,"Germany EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2011,sex,female,,96.199997,84.589996,"Germany EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2011,sex,male,,96.199997,83.709999,"Germany EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2011,location,urban,,96.139999,84.830002,"Germany EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2013,sex,male,,93.419998,83.510002,"Germany EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2013,location,urban,,94.099998,82.389999,"Germany EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2013,wealth,quintile 4,,97.550003,88.720001,"Germany EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2013,wealth,quintile 2,,92.25,77.150002,"Germany EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2013,sex,female,,93.279999,81.660004,"Germany EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2013,wealth,quintile 3,,93.43,85.199997,"Germany EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2013,wealth,quintile 1,,91.25,72.580002,"Germany EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2013,wealth,quintile 5,,90.900002,96.260002,"Germany EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2013,total,total,,93.360001,82.669998,"Germany EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2013,location,rural,,91.440002,83.480003,"Germany EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2014,wealth,quintile 2,,87.959999,68.959999,"Germany EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2014,location,urban,,92.370003,79.419998,"Germany EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2014,wealth,quintile 1,,91.139999,76.040001,"Germany EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2014,sex,male,,92.779999,78.82,"Germany EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2014,sex,female,,91.779999,81.660004,"Germany EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2014,wealth,quintile 5,,94.68,92.099998,"Germany EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2014,wealth,quintile 3,,94.370003,76.370003,"Germany EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2014,location,rural,,92.300003,82.269997,"Germany EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2014,wealth,quintile 4,,94.480003,92.080002,"Germany EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DEU,Germany,2014,total,total,,92.349998,80.07,"Germany EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
MICS,DJI,Djibouti,2006,wealth,quintile 2,0,0,0,Djibouti MICS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,DJI,Djibouti,2006,sex,female,66.002289,35.02573,14.61999,Djibouti MICS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,DJI,Djibouti,2006,sex,male,79.207207,58.296471,27.561831,Djibouti MICS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,DJI,Djibouti,2006,poorest by sex,poorest male,0,0,0,Djibouti MICS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,DJI,Djibouti,2006,wealth,quintile 4,0,0,0,Djibouti MICS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,DJI,Djibouti,2006,location,urban,73.951462,47.322189,21.048149,Djibouti MICS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,DJI,Djibouti,2006,total,total,72.876038,46.63446,20.7201,Djibouti MICS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,DJI,Djibouti,2006,poorest by sex,poorest female,0,0,0,Djibouti MICS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,DJI,Djibouti,2006,wealth,quintile 1,0,0,0,Djibouti MICS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,DJI,Djibouti,2006,wealth,quintile 3,0,0,0,Djibouti MICS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,DJI,Djibouti,2006,location,rural,42.646049,21.974739,8.1772299,Djibouti MICS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
MICS,DJI,Djibouti,2006,wealth,quintile 5,0,0,0,Djibouti MICS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,
EU-SILC,DNK,Denmark,2005,location,rural,,100,56.619999,"Denmark EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2005,wealth,quintile 3,,100,80.330002,"Denmark EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2005,wealth,quintile 4,,100,71.440002,"Denmark EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2005,location,urban,,100,76.980003,"Denmark EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2005,total,total,,100,71.919998,"Denmark EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2005,sex,male,,100,71.370003,"Denmark EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2005,wealth,quintile 5,,100,71.440002,"Denmark EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2005,wealth,quintile 2,,100,74.410004,"Denmark EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2005,wealth,quintile 1,,100,70.110001,"Denmark EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2005,sex,female,,100,72.379997,"Denmark EU-SILC 2005. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2011,sex,male,,100,75.269997,"Denmark EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2011,wealth,quintile 1,,99.339996,75.209999,"Denmark EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2011,sex,female,,99.459999,62.279999,"Denmark EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2011,wealth,quintile 4,,100,62.560001,"Denmark EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2011,location,rural,,100,51.900002,"Denmark EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2011,wealth,quintile 2,,100,52.189999,"Denmark EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2011,location,urban,,99.660004,73.040001,"Denmark EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2011,total,total,,99.75,69.419998,"Denmark EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2011,wealth,quintile 3,,100,50.48,"Denmark EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2011,wealth,quintile 5,,100,0,"Denmark EU-SILC 2011. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2013,location,urban,,100,82.949997,"Denmark EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2013,wealth,quintile 3,,100,74.580002,"Denmark EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2013,wealth,quintile 1,,100,77.279999,"Denmark EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2013,wealth,quintile 4,,100,94.760002,"Denmark EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2013,sex,male,,100,70.300003,"Denmark EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2013,wealth,quintile 5,,100,0,"Denmark EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2013,wealth,quintile 2,,100,69.190002,"Denmark EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2013,total,total,,100,77.459999,"Denmark EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2013,sex,female,,100,85.279999,"Denmark EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2013,location,rural,,100,59.130001,"Denmark EU-SILC 2013. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2014,location,rural,,98.779999,67.43,"Denmark EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2014,wealth,quintile 2,,98.769997,80.339996,"Denmark EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2014,sex,male,,98.75,78.449997,"Denmark EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2014,wealth,quintile 1,,99.360001,82.019997,"Denmark EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2014,wealth,quintile 3,,98.379997,84.339996,"Denmark EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2014,wealth,quintile 5,,99.639999,87.720001,"Denmark EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2014,sex,female,,99.290001,85.690002,"Denmark EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2014,location,urban,,99.220001,87.410004,"Denmark EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2014,total,total,,99,82.099998,"Denmark EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
EU-SILC,DNK,Denmark,2014,wealth,quintile 4,,99.099998,82.050003,"Denmark EU-SILC 2014. World Inequality Database on Education (WIDE), June 2019.",Taken directly from WIDE
ECLAC,DOM,Dominican Republic,2000,poorest by sex,poorest male,41.700001,36.66,19.799999,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2000. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2000,location,rural,58.009998,46.490002,23.32,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2000. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2000,location,urban,80.849998,74.720001,47.540001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2000. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2000,wealth,quintile 2,64.980003,53.540001,26.870001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2000. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2000,poorest by sex,poorest female,59.790001,41.57,20.549999,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2000. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2000,wealth,quintile 1,50.110001,38.880001,20.200001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2000. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2000,wealth,quintile 5,89.940002,89.830002,58.290001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2000. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2000,total,total,71.489998,64.349998,39.150002,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2000. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2000,wealth,quintile 3,73.559998,64.32,33.150002,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2000. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2000,sex,male,65.120003,58.580002,30.959999,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2000. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2000,wealth,quintile 4,83.599998,73.389999,44.669998,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2000. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2000,sex,female,78.059998,70.32,47.52,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2000. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2001,total,total,74.379997,62.5,38.139999,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2001. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2001,wealth,quintile 3,76.82,59.110001,28.66,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2001. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2001,wealth,quintile 4,87.010002,72.459999,45.82,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2001. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2001,location,rural,64.360001,46.200001,20.940001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2001. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2001,poorest by sex,poorest female,60.369999,43.330002,22.309999,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2001. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2001,sex,female,78.959999,69.639999,43.93,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2001. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2001,wealth,quintile 2,68.769997,60.099998,25.08,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2001. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2001,wealth,quintile 5,90.620003,86.949997,61.529999,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2001. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2001,location,urban,80.669998,71.629997,46.470001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2001. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2001,wealth,quintile 1,58.77,37.66,18.16,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2001. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2001,sex,male,69.32,55.400002,32.59,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2001. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2001,poorest by sex,poorest male,57.490002,33.919998,12.94,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2001. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2002,wealth,quintile 2,67.510002,56.389999,25.6,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2002. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2002,total,total,75.529999,66.290001,39.02,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2002. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2002,wealth,quintile 1,66.5,55.220001,24.700001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2002. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2002,sex,female,82.709999,72.040001,45.98,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2002. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2002,wealth,quintile 5,93.279999,87.470001,65.080002,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2002. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2002,sex,male,68.849998,61.119999,32.560001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2002. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2002,wealth,quintile 3,73.739998,64.82,30.690001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2002. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2002,wealth,quintile 4,82.440002,71.529999,41.540001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2002. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2002,location,urban,83.32,76.309998,47.939999,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2002. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2002,location,rural,64.639999,50.400002,24.190001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2002. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2002,poorest by sex,poorest male,56.200001,44.349998,21.620001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2002. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2002,poorest by sex,poorest female,78.07,67.870003,27.059999,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2002. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2003,location,rural,71.68,58.990002,30.17,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2003. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2003,total,total,78.650002,71.720001,43.939999,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2003. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2003,wealth,quintile 4,87.339996,81.440002,50.34,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2003. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2003,poorest by sex,poorest male,58.029999,51.419998,16.25,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2003. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2003,wealth,quintile 5,86.400002,85.300003,65.959999,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2003. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2003,wealth,quintile 2,75.849998,65.660004,30.08,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2003. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2003,wealth,quintile 3,81.160004,69.129997,39.18,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2003. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2003,location,urban,82.360001,77.970001,50.529999,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2003. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2003,wealth,quintile 1,66.910004,58.32,22.940001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2003. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2003,sex,female,85.379997,78.220001,48.509998,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2003. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2003,sex,male,72.18,66.089996,39.209999,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2003. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2003,poorest by sex,poorest female,76.330002,65.519997,28.6,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2003. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2004,poorest by sex,poorest male,62.700001,56.470001,26.450001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2004. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2004,wealth,quintile 5,90.650002,82.550003,61.470001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2004. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2004,sex,female,84.860001,76.650002,46.82,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2004. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2004,sex,male,74.879997,66.769997,39.720001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2004. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2004,wealth,quintile 3,81.889999,73.75,39.990002,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2004. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2004,total,total,79.690002,71.540001,43,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2004. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2004,wealth,quintile 1,68.349998,60.759998,27.959999,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2004. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2004,location,urban,83.190002,76.610001,50.169998,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2004. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2004,wealth,quintile 4,86.900002,77.739998,46.880001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2004. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2004,wealth,quintile 2,77.860001,64.459999,29.52,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2004. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2004,poorest by sex,poorest female,74.93,65.690002,28.99,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2004. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2004,location,rural,72.870003,61.200001,28.07,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2004. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2005,wealth,quintile 3,83.120003,71.529999,42.34,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2005. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2005,poorest by sex,poorest female,80.230003,69.639999,27.940001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2005. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2005,poorest by sex,poorest male,62.5,49.990002,23.370001,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2005. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2005,sex,male,77.650002,65.339996,42.57,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2005. ECLAC calculations based on household survey data bank.,
ECLAC,DOM,Dominican Republic,2005,total,total,81.559998,71.860001,46.919998,Dominican Republic Encuesta de Fuerza de Trabajo (EFT) 2005. ECLAC calculations based on household survey data bank.,
