survey,iso_code3,country,year,group,category,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m
ENEMDU,ECU,Ecuador,2000,poorest by sex,poorest female,87.16107,47.31658,27.36424
ENEMDU,ECU,Ecuador,2000,poorest by sex,poorest male,83.36819,47.28579,29.74065
ENEMDU,ECU,Ecuador,2000,sex,female,92.19422,57.44262,48.15273
ENEMDU,ECU,Ecuador,2000,sex,male,87.28386,56.87595,44.08324
ENEMDU,ECU,Ecuador,2000,total,total,89.78167999999999,57.15190999999999,46.0784
ENEMDU,ECU,Ecuador,2000,wealth,quintile 1,85.40483,47.3026,28.51888
ENEMDU,ECU,Ecuador,2000,wealth,quintile 2,90.59195,50.64828,37.0486
ENEMDU,ECU,Ecuador,2000,wealth,quintile 3,89.45954,54.53191,38.49254999999999
ENEMDU,ECU,Ecuador,2000,wealth,quintile 4,92.61457,63.9117,55.73045
ENEMDU,ECU,Ecuador,2000,wealth,quintile 5,90.3647,63.66609,56.40094
ENEMDU,ECU,Ecuador,2013,location,rural,95.94181,77.49278000000001,46.40743
ENEMDU,ECU,Ecuador,2013,location,urban,98.16578,89.97454000000001,73.69448
ENEMDU,ECU,Ecuador,2013,poorest by sex,poorest female,97.50955999999999,80.44350999999999,50.28475999999999
ENEMDU,ECU,Ecuador,2013,poorest by sex,poorest male,94.92724,80.50359,47.31596
ENEMDU,ECU,Ecuador,2013,sex,female,97.36066,87.14631,67.74547
ENEMDU,ECU,Ecuador,2013,sex,male,97.33498,84.60393999999999,63.71753
ENEMDU,ECU,Ecuador,2013,total,total,97.34678,85.80595,65.63961000000001
ENEMDU,ECU,Ecuador,2013,wealth,quintile 1,96.16065999999999,80.47360000000001,48.81874
ENEMDU,ECU,Ecuador,2013,wealth,quintile 2,96.17928000000001,79.43208,52.24879
ENEMDU,ECU,Ecuador,2013,wealth,quintile 3,97.32713,84.73013,63.4953
ENEMDU,ECU,Ecuador,2013,wealth,quintile 4,98.61946,87.26585999999999,66.67349
ENEMDU,ECU,Ecuador,2013,wealth,quintile 5,98.06822,93.02136,81.4743
DHS,EGY,Egypt,2000,location,rural,75.49529266357422,58.8484001159668,49.32510375976563
DHS,EGY,Egypt,2000,location,urban,89.26275634765625,77.56918334960938,68.51846313476563
DHS,EGY,Egypt,2000,sex,female,76.07304382324219,63.04627227783203,53.64739990234375
DHS,EGY,Egypt,2000,sex,male,85.68070983886719,70.44709014892578,61.86532974243164
DHS,EGY,Egypt,2000,total,total,81.04689025878906,66.83222961425781,57.81407165527344
DHS,EGY,Egypt,2005,location,rural,80.24551391601563,63.56900405883789,59.033203125
DHS,EGY,Egypt,2005,location,urban,89.32568359375,78.95817565917969,74.04989624023438
DHS,EGY,Egypt,2005,poorest by sex,poorest female,55.08682250976563,33.93691635131836,22.08744812011719
DHS,EGY,Egypt,2005,poorest by sex,poorest male,70.72501373291016,55.28359985351563,51.19686126708984
DHS,EGY,Egypt,2005,sex,female,81.30887603759766,66.66165924072266,61.53215789794922
DHS,EGY,Egypt,2005,sex,male,86.36116790771484,72.83817291259766,69.32096862792969
DHS,EGY,Egypt,2005,total,total,83.85818481445313,69.73897552490234,65.36407470703125
DHS,EGY,Egypt,2005,wealth,quintile 1,63.07460784912109,45.17737197875977,38.13214111328125
DHS,EGY,Egypt,2005,wealth,quintile 2,82.02824401855469,59.88950729370117,52.03385162353516
DHS,EGY,Egypt,2005,wealth,quintile 3,88.45944976806641,71.27561950683594,65.95277404785156
DHS,EGY,Egypt,2005,wealth,quintile 4,94.14385223388672,83.53694152832031,78.74585723876953
DHS,EGY,Egypt,2005,wealth,quintile 5,97.25231170654297,93.54508209228516,91.04083251953125
DHS,EGY,Egypt,2008,location,rural,85.03245544433594,73.61326599121094,62.93949508666992
DHS,EGY,Egypt,2008,location,urban,92.26625823974609,85.91692352294922,78.91893005371094
DHS,EGY,Egypt,2008,poorest by sex,poorest female,68.50220489501953,51.2411003112793,28.14920806884766
DHS,EGY,Egypt,2008,poorest by sex,poorest male,78.08673095703125,62.07357025146484,53.0417366027832
DHS,EGY,Egypt,2008,sex,female,87.73451232910156,78.03048706054688,67.49433135986328
DHS,EGY,Egypt,2008,sex,male,88.02714538574219,79.54035949707031,71.91944885253906
DHS,EGY,Egypt,2008,total,total,87.8858642578125,78.78089904785156,69.71611022949219
DHS,EGY,Egypt,2008,wealth,quintile 1,73.67411804199219,57.04013824462891,41.74557495117188
DHS,EGY,Egypt,2008,wealth,quintile 2,85.33523559570313,70.87094879150391,59.52593231201172
DHS,EGY,Egypt,2008,wealth,quintile 3,91.16304779052734,83.12236785888672,72.35546875
DHS,EGY,Egypt,2008,wealth,quintile 4,95.70152282714844,89.49285125732422,82.60858917236328
DHS,EGY,Egypt,2008,wealth,quintile 5,98.35317993164063,96.95907592773438,92.72026062011719
DHS,EGY,Egypt,2014,location,rural,89.88916015625,76.91865539550781,65.65290832519531
DHS,EGY,Egypt,2014,location,urban,92.62298583984375,86.28374481201172,78.12645721435547
DHS,EGY,Egypt,2014,poorest by sex,poorest female,87.27134704589844,70.91998291015625,51.46823501586914
DHS,EGY,Egypt,2014,poorest by sex,poorest male,86.68793487548828,70.35838317871094,61.49402236938477
DHS,EGY,Egypt,2014,sex,female,91.53023529052734,81.11789703369141,68.92372131347656
DHS,EGY,Egypt,2014,sex,male,90.22861480712891,79.40680694580078,71.12548065185547
DHS,EGY,Egypt,2014,total,total,90.86883544921875,80.24801635742188,70.03649139404297
DHS,EGY,Egypt,2014,wealth,quintile 1,86.9599609375,70.59828948974609,57.67414093017578
DHS,EGY,Egypt,2014,wealth,quintile 2,88.49653625488281,73.42215728759766,59.23445129394531
DHS,EGY,Egypt,2014,wealth,quintile 3,91.42172241210938,82.15328216552734,69.27690124511719
DHS,EGY,Egypt,2014,wealth,quintile 4,92.23693084716797,83.80015563964844,74.89139556884766
DHS,EGY,Egypt,2014,wealth,quintile 5,97.345703125,94.93257904052734,89.83469390869141
EU-SILC,ESP,Spain,2005,location,intermediate or densely populated area,100,92.30400085449219,67.36196136474609
EU-SILC,ESP,Spain,2005,location,thinly populated area,100,82.81891632080078,59.45792388916016
EU-SILC,ESP,Spain,2005,poorest by sex,poorest female,,88.70672607421875,69.14496612548828
EU-SILC,ESP,Spain,2005,poorest by sex,poorest male,,80.28495025634766,61.90544891357422
EU-SILC,ESP,Spain,2005,sex,female,100,89.30796051025391,73.48104095458984
EU-SILC,ESP,Spain,2005,sex,male,100,89.89422607421875,57.90449523925781
EU-SILC,ESP,Spain,2005,total,total,100,89.59125518798828,65.4302978515625
EU-SILC,ESP,Spain,2005,wealth,quintile 1,100,84.46373748779297,65.96832275390625
EU-SILC,ESP,Spain,2005,wealth,quintile 2,100,86.31239318847656,64.16777801513672
EU-SILC,ESP,Spain,2005,wealth,quintile 3,100,91.47383117675781,61.64582824707031
EU-SILC,ESP,Spain,2005,wealth,quintile 4,,97.91999816894531,71.23140716552734
EU-SILC,ESP,Spain,2005,wealth,quintile 5,100,99.05173492431641,96.55311584472656
EU-SILC,ESP,Spain,2007,location,intermediate or densely populated area,100,89.44251251220703,68.61893463134766
EU-SILC,ESP,Spain,2007,location,thinly populated area,100,91.11910247802734,55.36824417114258
EU-SILC,ESP,Spain,2007,poorest by sex,poorest female,,88.17750549316406,57.62255859375
EU-SILC,ESP,Spain,2007,poorest by sex,poorest male,,85.03722381591797,62.23742294311523
EU-SILC,ESP,Spain,2007,sex,female,100,91.97640991210938,71.62518310546875
EU-SILC,ESP,Spain,2007,sex,male,100,88.03582000732422,58.97470855712891
EU-SILC,ESP,Spain,2007,total,total,100,89.89804077148438,65.21302032470703
EU-SILC,ESP,Spain,2007,wealth,quintile 1,100,86.87513732910156,59.76543426513672
EU-SILC,ESP,Spain,2007,wealth,quintile 2,100,88.40970611572266,58.19828033447266
EU-SILC,ESP,Spain,2007,wealth,quintile 3,100,90.75576019287109,69.53499603271484
EU-SILC,ESP,Spain,2007,wealth,quintile 4,,92.11154937744141,66.13345336914063
EU-SILC,ESP,Spain,2007,wealth,quintile 5,,92.33744812011719,83.91519165039063
EU-SILC,ESP,Spain,2009,location,intermediate or densely populated area,100,91.44948577880859,67.28328704833984
EU-SILC,ESP,Spain,2009,location,thinly populated area,100,85.73617553710938,57.31516647338867
EU-SILC,ESP,Spain,2009,poorest by sex,poorest female,,95.28341674804688,66.36187744140625
EU-SILC,ESP,Spain,2009,poorest by sex,poorest male,,70.16321563720703,53.85368347167969
EU-SILC,ESP,Spain,2009,sex,female,100,91.89675903320313,73.03750610351563
EU-SILC,ESP,Spain,2009,sex,male,100,87.9610595703125,56.68331527709961
EU-SILC,ESP,Spain,2009,total,total,100,89.8353271484375,64.63756561279297
EU-SILC,ESP,Spain,2009,wealth,quintile 1,,83.40200805664063,60.97184371948242
EU-SILC,ESP,Spain,2009,wealth,quintile 2,100,85.97498321533203,57.52257537841797
EU-SILC,ESP,Spain,2009,wealth,quintile 3,100,88.45205688476563,58.33893966674805
EU-SILC,ESP,Spain,2009,wealth,quintile 4,100,94.96188354492188,66.88375854492188
EU-SILC,ESP,Spain,2009,wealth,quintile 5,,95.82321929931641,89.56229400634766
EU-SILC,ESP,Spain,2011,location,intermediate or densely populated area,100,93.17770385742188,65.91368103027344
EU-SILC,ESP,Spain,2011,location,thinly populated area,100,88.1046142578125,53.62520980834961
EU-SILC,ESP,Spain,2011,poorest by sex,poorest female,,85.26593780517578,52.22928619384766
EU-SILC,ESP,Spain,2011,poorest by sex,poorest male,,60.17706298828125,48.44699096679688
EU-SILC,ESP,Spain,2011,sex,female,100,95.22616577148438,61.92626190185547
EU-SILC,ESP,Spain,2011,sex,male,100,88.63881683349609,62.9232063293457
EU-SILC,ESP,Spain,2011,total,total,100,91.76213073730469,62.42613220214844
EU-SILC,ESP,Spain,2011,wealth,quintile 1,,74.07180786132813,50.91793441772461
EU-SILC,ESP,Spain,2011,wealth,quintile 2,100,90.34908294677734,43.04169464111328
EU-SILC,ESP,Spain,2011,wealth,quintile 3,100,93.09465026855469,57.7071418762207
EU-SILC,ESP,Spain,2011,wealth,quintile 4,100,96.44695281982422,76.52883148193359
EU-SILC,ESP,Spain,2011,wealth,quintile 5,100,99.40908050537109,93.81517028808594
EU-SILC,ESP,Spain,2013,location,intermediate or densely populated area,100,84.45760345458984,69.26766967773438
EU-SILC,ESP,Spain,2013,location,thinly populated area,100,85.99501037597656,57.63954544067383
EU-SILC,ESP,Spain,2013,poorest by sex,poorest female,,89.36068725585938,62.5047607421875
EU-SILC,ESP,Spain,2013,poorest by sex,poorest male,,66.75660705566406,49.19081497192383
EU-SILC,ESP,Spain,2013,sex,female,100,87.92974090576172,74.29191589355469
EU-SILC,ESP,Spain,2013,sex,male,100,81.83315277099609,59.24515533447266
EU-SILC,ESP,Spain,2013,total,total,100,84.87860870361328,66.20105743408203
EU-SILC,ESP,Spain,2013,wealth,quintile 1,,76.38038635253906,56.22601318359375
EU-SILC,ESP,Spain,2013,wealth,quintile 2,100,77.59512329101563,54.29012298583984
EU-SILC,ESP,Spain,2013,wealth,quintile 3,100,87.16078186035156,60.22772216796875
EU-SILC,ESP,Spain,2013,wealth,quintile 4,100,95.16527557373047,90.04489898681641
EU-SILC,ESP,Spain,2013,wealth,quintile 5,,98.07465362548828,87.77467346191406
EU-SILC,ESP,Spain,2015,location,intermediate or densely populated area,98.76348114013672,91.50244140625,68.41918182373047
EU-SILC,ESP,Spain,2015,location,thinly populated area,100,92.04537963867188,58.70288467407227
EU-SILC,ESP,Spain,2015,poorest by sex,poorest female,,89.54918670654297,29.35111808776856
EU-SILC,ESP,Spain,2015,poorest by sex,poorest male,,81.41902160644531,45.45444488525391
EU-SILC,ESP,Spain,2015,sex,female,100,92.15253448486328,69.16881561279297
EU-SILC,ESP,Spain,2015,sex,male,98.09844207763672,91.18790435791016,62.36042404174805
EU-SILC,ESP,Spain,2015,total,total,99.06816101074219,91.65211486816406,65.75518035888672
EU-SILC,ESP,Spain,2015,wealth,quintile 1,,85.49514770507813,37.72711563110352
EU-SILC,ESP,Spain,2015,wealth,quintile 2,100,88.47223663330078,56.87483596801758
EU-SILC,ESP,Spain,2015,wealth,quintile 3,97.12038421630859,93.56472778320313,73.68498229980469
EU-SILC,ESP,Spain,2015,wealth,quintile 4,,97.15085601806641,82.17465972900391
EU-SILC,ESP,Spain,2015,wealth,quintile 5,100,99.20835113525391,95.59632110595703
EU-SILC,ESP,Spain,2017,location,intermediate or densely populated area,100,94.82901763916016,73.09127807617188
EU-SILC,ESP,Spain,2017,location,thinly populated area,,91.87165832519531,60.44067001342773
EU-SILC,ESP,Spain,2017,poorest by sex,poorest female,,90.88954925537109,39.58322525024414
EU-SILC,ESP,Spain,2017,poorest by sex,poorest male,,77.05074310302734,39.83977508544922
EU-SILC,ESP,Spain,2017,sex,female,94.33660888671875,95.73316192626953,71.55830383300781
EU-SILC,ESP,Spain,2017,sex,male,100,92.66310119628906,68.01134490966797
EU-SILC,ESP,Spain,2017,total,total,97.11109924316406,94.12132263183594,69.81105041503906
EU-SILC,ESP,Spain,2017,wealth,quintile 1,,83.74553680419922,39.72027969360352
EU-SILC,ESP,Spain,2017,wealth,quintile 2,,92.66822052001953,55.54364776611328
EU-SILC,ESP,Spain,2017,wealth,quintile 3,,94.69069671630859,69.83589172363281
EU-SILC,ESP,Spain,2017,wealth,quintile 4,,98.52010345458984,84.89622497558594
EU-SILC,ESP,Spain,2017,wealth,quintile 5,100,99.89470672607422,97.10719299316406
EU-SILC,EST,Estonia,2005,location,intermediate or densely populated area,98.65010070800781,96.58248138427734,85.42394256591797
EU-SILC,EST,Estonia,2005,location,thinly populated area,100,96.03292083740234,79.84905242919922
EU-SILC,EST,Estonia,2005,poorest by sex,poorest female,100,98.73326110839844,88.74823760986328
EU-SILC,EST,Estonia,2005,poorest by sex,poorest male,98.73763275146484,93.00462341308594,71.743408203125
EU-SILC,EST,Estonia,2005,sex,female,100,98.63630676269531,89.09058380126953
EU-SILC,EST,Estonia,2005,sex,male,98.88761901855469,93.89549255371094,76.43531036376953
EU-SILC,EST,Estonia,2005,total,total,99.42121887207031,96.28832244873047,82.78558349609375
EU-SILC,EST,Estonia,2005,wealth,quintile 1,99.32854461669922,95.90308380126953,80.54872131347656
EU-SILC,EST,Estonia,2005,wealth,quintile 2,100,97.82492828369141,89.82122039794922
EU-SILC,EST,Estonia,2007,location,intermediate or densely populated area,100,96.45209503173828,89.03929138183594
EU-SILC,EST,Estonia,2007,location,thinly populated area,98.44198608398438,95.68162536621094,76.38113403320313
EU-SILC,EST,Estonia,2007,poorest by sex,poorest female,98.72493743896484,97.89912414550781,88.02423095703125
EU-SILC,EST,Estonia,2007,poorest by sex,poorest male,98.39075469970703,92.9676513671875,73.00174713134766
EU-SILC,EST,Estonia,2007,sex,female,99.18264007568359,97.56735992431641,88.89659881591797
EU-SILC,EST,Estonia,2007,sex,male,99.00807189941406,94.54924774169922,78.33104705810547
EU-SILC,EST,Estonia,2007,total,total,99.09207153320313,96.03852844238281,83.67264556884766
EU-SILC,EST,Estonia,2007,wealth,quintile 1,98.55484008789063,95.44559478759766,81.15357971191406
EU-SILC,EST,Estonia,2007,wealth,quintile 2,100,98.45044708251953,85.84364318847656
EU-SILC,EST,Estonia,2007,wealth,quintile 3,,92.06941986083984,82.52444458007813
EU-SILC,EST,Estonia,2009,location,intermediate or densely populated area,100,96.98580932617188,80.40481567382813
EU-SILC,EST,Estonia,2009,location,thinly populated area,99.88291168212891,94.54864501953125,76.82579040527344
EU-SILC,EST,Estonia,2009,poorest by sex,poorest female,99.61487579345703,96.20369720458984,82.08055114746094
EU-SILC,EST,Estonia,2009,poorest by sex,poorest male,100,90.75257110595703,77.46041870117188
EU-SILC,EST,Estonia,2009,sex,female,99.86078643798828,97.47769165039063,83.57273101806641
EU-SILC,EST,Estonia,2009,sex,male,100,94.07118225097656,73.64878845214844
EU-SILC,EST,Estonia,2009,total,total,99.92930603027344,95.68362426757813,78.74526214599609
EU-SILC,EST,Estonia,2009,wealth,quintile 1,99.81505584716797,93.44504547119141,79.94786834716797
EU-SILC,EST,Estonia,2009,wealth,quintile 2,100,96.71575164794922,73.6973876953125
EU-SILC,EST,Estonia,2009,wealth,quintile 3,100,97.87049102783203,87.01956176757813
EU-SILC,EST,Estonia,2011,location,intermediate or densely populated area,98.60956573486328,96.02104949951172,88.49195861816406
EU-SILC,EST,Estonia,2011,location,thinly populated area,100,95.20217132568359,75.34609985351563
EU-SILC,EST,Estonia,2011,poorest by sex,poorest female,97.67582702636719,95.24632263183594,89.08877563476563
EU-SILC,EST,Estonia,2011,poorest by sex,poorest male,100,91.72699737548828,70.50384521484375
EU-SILC,EST,Estonia,2011,sex,female,99.15902709960938,96.95237731933594,89.75924682617188
EU-SILC,EST,Estonia,2011,sex,male,100,94.18762969970703,76.01735687255859
EU-SILC,EST,Estonia,2011,total,total,99.56864166259766,95.51795959472656,82.43962860107422
EU-SILC,EST,Estonia,2011,wealth,quintile 1,98.96419525146484,93.43457794189453,79.78359985351563
EU-SILC,EST,Estonia,2011,wealth,quintile 2,100,96.44253540039063,83.14865875244141
EU-SILC,EST,Estonia,2011,wealth,quintile 3,100,100,90.06194305419922
EU-SILC,EST,Estonia,2013,location,intermediate or densely populated area,100,95.3798828125,85.36814117431641
EU-SILC,EST,Estonia,2013,location,thinly populated area,100,96.87464141845703,76.21574401855469
EU-SILC,EST,Estonia,2013,poorest by sex,poorest female,100,99.5982666015625,80.35447692871094
EU-SILC,EST,Estonia,2013,poorest by sex,poorest male,100,93.66028594970703,72.94961547851563
EU-SILC,EST,Estonia,2013,sex,female,100,97.78073120117188,84.05548095703125
EU-SILC,EST,Estonia,2013,sex,male,100,94.57742309570313,79.92029571533203
EU-SILC,EST,Estonia,2013,total,total,100,96.08705139160156,81.912841796875
EU-SILC,EST,Estonia,2013,wealth,quintile 1,100,96.49309539794922,75.92430114746094
EU-SILC,EST,Estonia,2013,wealth,quintile 2,100,96.36876678466797,83.09065246582031
EU-SILC,EST,Estonia,2013,wealth,quintile 3,100,93.19142913818359,90.47989654541016
EU-SILC,EST,Estonia,2015,location,intermediate or densely populated area,100,97.78185272216797,85.21440887451172
EU-SILC,EST,Estonia,2015,location,thinly populated area,100,97.92506408691406,76.83259582519531
EU-SILC,EST,Estonia,2015,poorest by sex,poorest female,100,95.835693359375,78.41384124755859
EU-SILC,EST,Estonia,2015,poorest by sex,poorest male,100,95.85170745849609,69.77542877197266
EU-SILC,EST,Estonia,2015,sex,female,100,97.81028747558594,82.67439270019531
EU-SILC,EST,Estonia,2015,sex,male,100,97.89991760253906,80.84286499023438
EU-SILC,EST,Estonia,2015,total,total,100,97.85246276855469,81.70499420166016
EU-SILC,EST,Estonia,2015,wealth,quintile 1,100,95.84211730957031,74.026611328125
EU-SILC,EST,Estonia,2015,wealth,quintile 2,100,97.36149597167969,77.55992889404297
EU-SILC,EST,Estonia,2015,wealth,quintile 3,100,99.38324737548828,86.124755859375
EU-SILC,EST,Estonia,2015,wealth,quintile 4,100,100,95.45789337158203
EU-SILC,EST,Estonia,2017,location,intermediate or densely populated area,100,99.17692565917969,88.84138488769531
EU-SILC,EST,Estonia,2017,location,thinly populated area,99.58682250976563,97.2657470703125,86.35472106933594
EU-SILC,EST,Estonia,2017,poorest by sex,poorest female,100,99.27405548095703,89.36571502685547
EU-SILC,EST,Estonia,2017,poorest by sex,poorest male,,98.551025390625,79.07595825195313
EU-SILC,EST,Estonia,2017,sex,female,99.63491058349609,99.85143280029297,91.44614410400391
EU-SILC,EST,Estonia,2017,sex,male,100,96.74040985107422,83.96519470214844
EU-SILC,EST,Estonia,2017,total,total,99.81685638427734,98.24069976806641,87.78502655029297
EU-SILC,EST,Estonia,2017,wealth,quintile 1,100,98.93715667724609,85.82037353515625
EU-SILC,EST,Estonia,2017,wealth,quintile 2,99.61193084716797,98.10338592529297,82.10366058349609
EU-SILC,EST,Estonia,2017,wealth,quintile 3,100,97.24369812011719,91.68074035644531
EU-SILC,EST,Estonia,2017,wealth,quintile 4,100,100,92.70263671875
DHS,ETH,Ethiopia,2000,location,rural,6.270408630371094,1.613628268241882,1.470919966697693
DHS,ETH,Ethiopia,2000,location,urban,64.78994750976563,26.89609527587891,21.19281959533691
DHS,ETH,Ethiopia,2000,sex,female,16.20967483520508,5.153333187103272,4.589621543884277
DHS,ETH,Ethiopia,2000,sex,male,19.65143585205078,8.228631973266602,5.185105800628662
DHS,ETH,Ethiopia,2000,total,total,17.93960571289063,6.563030242919922,4.874406814575195
DHS,ETH,Ethiopia,2005,location,rural,19.06296157836914,2.462838649749756,1.459518671035767
DHS,ETH,Ethiopia,2005,location,urban,70.06514739990234,41.08563613891602,34.57070541381836
DHS,ETH,Ethiopia,2005,poorest by sex,poorest female,5.814384460449219,0,0
DHS,ETH,Ethiopia,2005,poorest by sex,poorest male,10.76145648956299,.4722817838191986,.0257094241678715
DHS,ETH,Ethiopia,2005,sex,female,23.29575347900391,7.874592304229736,8.611783027648926
DHS,ETH,Ethiopia,2005,sex,male,32.94854736328125,10.94047355651856,8.628061294555664
DHS,ETH,Ethiopia,2005,total,total,28.21768188476563,9.400223731994629,8.619800567626953
DHS,ETH,Ethiopia,2005,wealth,quintile 1,8.662410736083984,.2492045760154724,.0127395465970039
DHS,ETH,Ethiopia,2005,wealth,quintile 2,12.62280464172363,.6628884673118591,.1623140126466751
DHS,ETH,Ethiopia,2005,wealth,quintile 3,15.90299415588379,1.247670650482178,1.47920024394989
DHS,ETH,Ethiopia,2005,wealth,quintile 4,26.81227684020996,2.467384099960327,.6392626166343689
DHS,ETH,Ethiopia,2005,wealth,quintile 5,58.60990905761719,31.96916198730469,27.93622016906738
DHS,ETH,Ethiopia,2011,location,rural,30.29867362976074,6.807265281677246,4.700044631958008
DHS,ETH,Ethiopia,2011,location,urban,74.13210296630859,44.77114868164063,32.03873825073242
DHS,ETH,Ethiopia,2011,poorest by sex,poorest female,21.48855781555176,2.161119699478149,0
DHS,ETH,Ethiopia,2011,poorest by sex,poorest male,16.17609024047852,.8644832372665405,.9357103109359741
DHS,ETH,Ethiopia,2011,sex,female,40.77654266357422,16.25557136535645,11.88501358032227
DHS,ETH,Ethiopia,2011,sex,male,38.11942672729492,16.66308403015137,12.44053840637207
DHS,ETH,Ethiopia,2011,total,total,39.5727653503418,16.44158363342285,12.15006160736084
DHS,ETH,Ethiopia,2011,wealth,quintile 1,18.95529365539551,1.570161461830139,.4273585975170136
DHS,ETH,Ethiopia,2011,wealth,quintile 2,23.49201011657715,3.669455289840698,1.052298069000244
DHS,ETH,Ethiopia,2011,wealth,quintile 3,34.74504470825195,5.562737941741943,1.992201447486877
DHS,ETH,Ethiopia,2011,wealth,quintile 4,40.35621643066406,11.41567039489746,5.411479473114014
DHS,ETH,Ethiopia,2011,wealth,quintile 5,71.64055633544922,44.2301139831543,34.11805725097656
DHS,ETH,Ethiopia,2016,location,rural,43.35295104980469,11.87851715087891,5.377245426177979
DHS,ETH,Ethiopia,2016,location,urban,83.25918579101563,58.8716926574707,39.83334732055664
DHS,ETH,Ethiopia,2016,poorest by sex,poorest female,27.91435432434082,5.16348123550415,1.696970462799072
DHS,ETH,Ethiopia,2016,poorest by sex,poorest male,28.47443008422852,3.279848337173462,1.467713356018066
DHS,ETH,Ethiopia,2016,sex,female,52.25160217285156,20.98480606079102,13.72463226318359
DHS,ETH,Ethiopia,2016,sex,male,51.90927886962891,21.9268913269043,12.2705249786377
DHS,ETH,Ethiopia,2016,total,total,52.08650207519531,21.39926528930664,13.08728122711182
DHS,ETH,Ethiopia,2016,wealth,quintile 1,28.19345283508301,4.364278316497803,1.60627293586731
DHS,ETH,Ethiopia,2016,wealth,quintile 2,34.13201141357422,6.909564971923828,2.203897476196289
DHS,ETH,Ethiopia,2016,wealth,quintile 3,45.07549285888672,11.614333152771,4.577412128448486
DHS,ETH,Ethiopia,2016,wealth,quintile 4,52.79068756103516,17.35489463806152,7.889148712158203
DHS,ETH,Ethiopia,2016,wealth,quintile 5,79.61190032958984,53.72398376464844,35.81158447265625
EU-SILC,FIN,Finland,2005,location,intermediate or densely populated area,100,100,80.824951171875
EU-SILC,FIN,Finland,2005,location,thinly populated area,100,100,88.05685424804688
EU-SILC,FIN,Finland,2005,sex,female,100,100,84.42156982421875
EU-SILC,FIN,Finland,2005,sex,male,100,100,83.03431701660156
EU-SILC,FIN,Finland,2005,total,total,100,100,83.75502014160156
EU-SILC,FIN,Finland,2005,wealth,quintile 1,100,100,93.68413543701172
EU-SILC,FIN,Finland,2005,wealth,quintile 2,100,100,82.45660400390625
EU-SILC,FIN,Finland,2005,wealth,quintile 3,100,100,84.95133209228516
EU-SILC,FIN,Finland,2005,wealth,quintile 4,100,100,83.11326599121094
EU-SILC,FIN,Finland,2005,wealth,quintile 5,100,100,81.11315155029297
EU-SILC,FIN,Finland,2007,location,intermediate or densely populated area,100,99.45629119873047,88.18899536132813
EU-SILC,FIN,Finland,2007,location,thinly populated area,100,99.76625823974609,84.77371215820313
EU-SILC,FIN,Finland,2007,sex,female,100,99.69319915771484,91.4173583984375
EU-SILC,FIN,Finland,2007,sex,male,100,99.57150268554688,81.93292236328125
EU-SILC,FIN,Finland,2007,total,total,100,99.63006591796875,86.55976104736328
EU-SILC,FIN,Finland,2007,wealth,quintile 1,100,100,
EU-SILC,FIN,Finland,2007,wealth,quintile 2,100,98.86095428466797,88.56708526611328
EU-SILC,FIN,Finland,2007,wealth,quintile 3,100,100,83.48613739013672
EU-SILC,FIN,Finland,2007,wealth,quintile 4,100,99.73181915283203,87.26529693603516
EU-SILC,FIN,Finland,2007,wealth,quintile 5,100,99.35401916503906,93.05551147460938
EU-SILC,FIN,Finland,2009,location,intermediate or densely populated area,100,100,88.21578979492188
EU-SILC,FIN,Finland,2009,location,thinly populated area,100,100,87.71090698242188
EU-SILC,FIN,Finland,2009,sex,female,100,100,91.77751159667969
EU-SILC,FIN,Finland,2009,sex,male,100,100,84.54706573486328
EU-SILC,FIN,Finland,2009,total,total,100,100,88.01866912841797
EU-SILC,FIN,Finland,2009,wealth,quintile 1,100,100,
EU-SILC,FIN,Finland,2009,wealth,quintile 2,100,100,89.22747039794922
EU-SILC,FIN,Finland,2009,wealth,quintile 3,100,100,86.90603637695313
EU-SILC,FIN,Finland,2009,wealth,quintile 4,100,100,88.70912933349609
EU-SILC,FIN,Finland,2009,wealth,quintile 5,100,100,89.68236541748047
EU-SILC,FIN,Finland,2011,location,intermediate or densely populated area,100,100,87.56935119628906
EU-SILC,FIN,Finland,2011,location,thinly populated area,100,100,88.60845947265625
EU-SILC,FIN,Finland,2011,sex,female,100,100,89.94466400146484
EU-SILC,FIN,Finland,2011,sex,male,100,100,86.34889984130859
EU-SILC,FIN,Finland,2011,total,total,100,100,88.10792541503906
EU-SILC,FIN,Finland,2011,wealth,quintile 1,100,100,
EU-SILC,FIN,Finland,2011,wealth,quintile 2,100,100,87.48198699951172
EU-SILC,FIN,Finland,2011,wealth,quintile 3,100,100,90.12615966796875
EU-SILC,FIN,Finland,2011,wealth,quintile 4,100,100,85.29981231689453
EU-SILC,FIN,Finland,2011,wealth,quintile 5,100,100,89.59555053710938
EU-SILC,FIN,Finland,2013,location,intermediate or densely populated area,100,100,87.96356964111328
EU-SILC,FIN,Finland,2013,location,thinly populated area,100,100,83.45487976074219
EU-SILC,FIN,Finland,2013,sex,female,100,100,87.80873107910156
EU-SILC,FIN,Finland,2013,sex,male,100,100,85.99004364013672
EU-SILC,FIN,Finland,2013,total,total,100,100,86.89134979248047
EU-SILC,FIN,Finland,2013,wealth,quintile 2,100,100,89.85582733154297
EU-SILC,FIN,Finland,2013,wealth,quintile 3,100,100,82.09406280517578
